,DS,MV,proposed
0,0.8425925925925926,0.7592592592592593,0.8055555555555556
1,0.8425925925925926,0.7592592592592593,0.8240740740740741
2,0.8425925925925926,0.7592592592592593,0.8055555555555556
3,0.8425925925925926,0.7592592592592593,0.8888888888888888
4,0.8425925925925926,0.7592592592592593,0.8981481481481481
5,0.8425925925925926,0.7592592592592593,0.8981481481481481
6,0.8425925925925926,0.7592592592592593,0.8796296296296297
7,0.8425925925925926,0.7592592592592593,0.8888888888888888
8,0.8425925925925926,0.7592592592592593,0.8888888888888888
9,0.8425925925925926,0.7592592592592593,0.8888888888888888
10,0.8425925925925926,0.7592592592592593,0.8888888888888888
11,0.8425925925925926,0.7592592592592593,0.8888888888888888
12,0.8425925925925926,0.7592592592592593,0.8888888888888888
13,0.8425925925925926,0.7592592592592593,0.8888888888888888
14,0.8425925925925926,0.7592592592592593,0.8888888888888888
15,0.8425925925925926,0.7592592592592593,0.8888888888888888
16,0.8425925925925926,0.7592592592592593,0.8888888888888888
17,0.8425925925925926,0.7592592592592593,0.8888888888888888
18,0.8425925925925926,0.7592592592592593,0.8888888888888888
19,0.8425925925925926,0.7592592592592593,0.8888888888888888
20,0.8425925925925926,0.7592592592592593,0.8888888888888888
21,0.8425925925925926,0.7592592592592593,0.8888888888888888
22,0.8425925925925926,0.7592592592592593,0.8888888888888888
23,0.8425925925925926,0.7592592592592593,0.8888888888888888
24,0.8425925925925926,0.7592592592592593,0.8888888888888888
25,0.8425925925925926,0.7592592592592593,0.8888888888888888
26,0.8425925925925926,0.7592592592592593,0.8888888888888888
27,0.8425925925925926,0.7592592592592593,0.8888888888888888
28,0.8425925925925926,0.7592592592592593,0.8888888888888888
29,0.8425925925925926,0.7592592592592593,0.8888888888888888
30,0.8425925925925926,0.7592592592592593,0.8888888888888888
31,0.8425925925925926,0.7592592592592593,0.8796296296296297
32,0.8425925925925926,0.7592592592592593,0.8888888888888888
33,0.8425925925925926,0.7592592592592593,0.8888888888888888
34,0.8425925925925926,0.7592592592592593,0.8888888888888888
35,0.8425925925925926,0.7592592592592593,0.8888888888888888
36,0.8425925925925926,0.7592592592592593,0.8981481481481481
37,0.8425925925925926,0.7592592592592593,0.8888888888888888
38,0.8425925925925926,0.7592592592592593,0.8888888888888888
