,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,0.98,1.0
0,1.0,0.95,1.0
0,1.0,0.91,1.0
0,1.0,0.97,1.0
0,1.0,0.88,1.0
0,1.0,0.86,1.0
0,1.0,0.83,1.0
0,1.0,0.73,1.0
0,1.0,0.71,1.0
0,1.0,0.74,1.0
0,1.0,0.63,1.0
0,1.0,0.52,1.0
0,0.0,0.46,0.0
0,0.0,0.39,0.0
0,0.0,0.3,0.0
0,0.0,0.2,0.0
0,0.0,0.14,0.0
0,0.0,0.17,0.0
0,0.0,0.11,0.0
0,0.0,0.08,0.0
0,0.0,0.08,0.0
0,0.0,0.03,0.0
0,0.0,0.03,0.0
0,0.0,0.04,0.0
0,0.0,0.02,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
