,DS,MV,proposed1(wcv)
0,0.9,0.86,0.93
0,0.9,0.85,0.9
0,0.9,0.84,0.9
0,0.9,0.79,0.79
0,0.9,0.86,0.93
0,0.9,0.78,0.89
0,0.9,0.85,0.85
0,0.9,0.74,0.93
0,0.9,0.69,0.9
0,0.9,0.66,0.9
0,0.9,0.68,0.92
0,0.9,0.69,0.9
0,0.9,0.63,0.9
0,0.9,0.68,0.93
0,0.9,0.62,0.9
0,0.9,0.66,0.9
0,0.9,0.64,0.9
0,0.9,0.59,0.9
0,0.9,0.49,0.89
0,0.9,0.56,0.9
0,0.9,0.47,0.84
0,0.1,0.45,0.9
0,0.9,0.43,0.9
0,0.1,0.47,0.14
0,0.1,0.41,0.14
0,0.9,0.47,0.9
0,0.1,0.34,0.1
0,0.9,0.45,0.9
0,0.1,0.43,0.1
0,0.1,0.38,0.11
0,0.9,0.41,0.67
0,0.1,0.31,0.1
0,0.1,0.34,0.09
0,0.1,0.34,0.12
0,0.1,0.26,0.07
0,0.1,0.32,0.1
0,0.1,0.27,0.1
0,0.1,0.27,0.1
0,0.1,0.2,0.1
0,0.1,0.17,0.11
0,0.1,0.16,0.08
0,0.1,0.15,0.04
0,0.1,0.21,0.09
0,0.1,0.13,0.07
0,0.1,0.1,0.06
0,0.1,0.16,0.1
0,0.1,0.09,0.05
0,0.15,0.13,0.09
0,0.1,0.07,0.07
0,0.1,0.11,0.11
0,0.1,0.08,0.07
