,DS,MV,proposed1(wcv)
0,0.49,0.91,0.92
0,0.5,0.86,0.88
0,0.5,0.91,0.9
0,0.5,0.84,0.84
0,0.5,0.88,0.88
0,0.5,0.82,0.82
0,0.5,0.89,0.88
0,0.5,0.7,0.7
0,0.5,0.77,0.77
0,0.5,0.75,0.71
0,0.5,0.77,0.77
0,0.5,0.75,0.73
0,0.56,0.73,0.73
0,0.5,0.72,0.72
0,0.52,0.75,0.75
0,0.5,0.66,0.68
0,0.51,0.63,0.62
0,0.5,0.66,0.66
0,0.5,0.54,0.5
0,0.5,0.6,0.63
0,0.5,0.59,0.6
0,0.51,0.62,0.61
0,0.5,0.61,0.5
0,0.5,0.51,0.49
0,0.5,0.5,0.54
0,0.5,0.5,0.5
0,0.5,0.38,0.38
0,0.5,0.49,0.5
0,0.5,0.43,0.42
0,0.5,0.45,0.48
0,0.5,0.43,0.46
0,0.49,0.38,0.4
0,0.5,0.39,0.5
0,0.5,0.34,0.29
0,0.5,0.32,0.29
0,0.5,0.33,0.31
0,0.48,0.3,0.3
0,0.5,0.3,0.3
0,0.5,0.36,0.37
0,0.5,0.26,0.26
0,0.5,0.26,0.26
0,0.5,0.25,0.27
0,0.5,0.2,0.21
0,0.5,0.19,0.19
0,0.5,0.25,0.25
0,0.5,0.2,0.2
0,0.5,0.12,0.14
0,0.49,0.12,0.11
0,0.46,0.08,0.09
0,0.46,0.15,0.15
0,0.5,0.02,0.03
