,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,0.97,1.0
0,1.0,0.96,1.0
0,1.0,0.96,1.0
0,1.0,0.96,1.0
0,1.0,0.82,1.0
0,1.0,0.94,1.0
0,1.0,0.87,1.0
0,1.0,0.81,1.0
0,1.0,0.77,1.0
0,1.0,0.72,1.0
0,1.0,0.61,1.0
0,1.0,0.55,1.0
0,1.0,0.48,1.0
0,0.0,0.33,0.0
0,0.0,0.3,0.0
0,0.0,0.2,0.0
0,0.0,0.26,0.0
0,0.0,0.16,0.0
0,0.0,0.09,0.0
0,0.0,0.09,0.0
0,0.0,0.07,0.0
0,0.0,0.08,0.0
0,0.0,0.05,0.0
0,0.0,0.01,0.0
0,0.0,0.02,0.0
0,0.0,0.02,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
