,DS,MV,proposed1(wcv)
0,0.91,0.83,0.95
0,0.9,0.89,0.96
0,0.91,0.92,0.97
0,0.9,0.9,0.94
0,0.9,0.86,0.86
0,0.91,0.82,0.94
0,0.9,0.91,0.97
0,0.9,0.88,0.93
0,0.9,0.82,0.89
0,0.9,0.83,0.95
0,0.9,0.82,0.9
0,0.9,0.81,0.93
0,0.9,0.82,0.97
0,0.9,0.77,0.88
0,0.9,0.74,0.94
0,0.9,0.78,0.9
0,0.9,0.7,0.91
0,0.91,0.79,0.93
0,0.9,0.65,0.96
0,0.9,0.72,0.9
0,0.9,0.77,0.95
0,0.9,0.72,0.9
0,0.9,0.66,0.9
0,0.9,0.72,0.93
0,0.9,0.74,0.9
0,0.9,0.6,0.9
0,0.91,0.67,0.93
0,0.87,0.72,0.9
0,0.91,0.63,0.93
0,0.92,0.68,0.91
0,0.92,0.59,0.9
0,0.9,0.56,0.9
0,0.91,0.58,0.91
0,0.9,0.56,0.9
0,0.91,0.6,0.9
0,0.9,0.54,0.89
0,0.9,0.51,0.89
0,0.91,0.57,0.91
0,0.06,0.54,0.9
0,0.9,0.56,0.9
0,0.9,0.56,0.9
0,0.9,0.55,0.9
0,0.1,0.4,0.1
0,0.9,0.53,0.9
0,0.9,0.41,0.9
0,0.9,0.51,0.9
0,0.1,0.42,0.1
0,0.09,0.4,0.9
0,0.9,0.39,0.9
0,0.91,0.47,0.9
0,0.9,0.5,0.9
0,0.9,0.44,0.9
0,0.9,0.41,0.9
0,0.1,0.4,0.1
0,0.1,0.34,0.1
0,0.1,0.28,0.1
0,0.09,0.33,0.1
0,0.15,0.37,0.1
0,0.09,0.28,0.1
0,0.1,0.35,0.1
0,0.1,0.34,0.1
0,0.1,0.29,0.1
0,0.1,0.27,0.1
0,0.1,0.34,0.1
0,0.1,0.3,0.1
0,0.1,0.35,0.1
0,0.1,0.23,0.1
0,0.1,0.24,0.1
0,0.1,0.26,0.1
0,0.09,0.25,0.1
0,0.1,0.25,0.1
0,0.1,0.2,0.09
0,0.1,0.27,0.1
0,0.09,0.19,0.07
0,0.09,0.21,0.06
0,0.09,0.2,0.1
0,0.1,0.25,0.1
0,0.09,0.16,0.08
0,0.1,0.13,0.1
0,0.1,0.16,0.1
0,0.1,0.23,0.1
0,0.1,0.17,0.1
0,0.1,0.16,0.07
0,0.1,0.11,0.1
0,0.1,0.13,0.09
0,0.1,0.17,0.18
0,0.1,0.09,0.07
0,0.1,0.09,0.04
0,0.09,0.12,0.05
0,0.1,0.13,0.08
0,0.1,0.09,0.08
0,0.1,0.05,0.04
0,0.1,0.08,0.08
0,0.1,0.12,0.08
0,0.1,0.13,0.07
0,0.1,0.05,0.04
0,0.1,0.1,0.1
0,0.1,0.08,0.08
0,0.1,0.12,0.12
0,0.1,0.1,0.09
0,0.1,0.04,0.03
