,DS,MV,proposed1(wcv)
0,0.98,0.98,1.0
0,0.97,0.97,0.99
0,0.97,0.98,0.99
0,0.97,1.0,0.99
0,1.0,0.98,1.0
0,0.99,0.93,0.98
0,0.97,0.94,1.0
0,0.97,0.91,0.99
0,0.97,0.83,1.0
0,1.0,0.86,1.0
0,1.0,0.93,0.99
0,0.98,0.87,0.99
0,0.96,0.87,0.99
0,0.98,0.74,0.99
0,0.99,0.75,0.98
0,0.97,0.8,0.98
0,0.99,0.78,0.99
0,0.99,0.74,1.0
0,1.0,0.66,1.0
0,0.98,0.63,0.99
0,0.98,0.61,0.99
0,0.98,0.61,0.99
0,0.98,0.56,0.99
0,0.01,0.51,0.01
0,0.01,0.47,0.0
0,0.97,0.42,0.98
0,0.07,0.37,0.02
0,1.0,0.41,0.01
0,0.02,0.32,0.01
0,0.02,0.23,0.01
0,0.01,0.33,0.01
0,0.03,0.24,0.02
0,0.02,0.23,0.0
0,0.0,0.17,0.0
0,0.02,0.18,0.01
0,0.03,0.19,0.01
0,0.01,0.17,0.0
0,0.05,0.15,0.02
0,0.02,0.11,0.01
0,0.0,0.06,0.0
0,0.01,0.02,0.0
0,0.01,0.07,0.01
0,0.03,0.06,0.02
0,0.03,0.05,0.01
0,0.03,0.05,0.03
0,0.01,0.04,0.0
0,0.01,0.0,0.0
0,0.01,0.02,0.01
0,0.02,0.03,0.02
0,0.06,0.01,0.0
0,0.02,0.02,0.03
