,DS,MV,proposed1(wcv)
0,0.96,0.96,0.98
0,0.99,1.0,0.99
0,0.92,0.99,0.99
0,0.92,0.99,1.0
0,0.99,0.95,0.99
0,0.98,0.94,1.0
0,0.99,0.94,1.0
0,0.99,0.95,1.0
0,0.97,0.87,1.0
0,0.98,0.83,0.98
0,0.96,0.87,0.99
0,0.96,0.82,1.0
0,0.98,0.83,1.0
0,0.99,0.83,1.0
0,1.0,0.79,1.0
0,0.95,0.8,0.98
0,1.0,0.72,1.0
0,0.99,0.6,1.0
0,0.97,0.64,0.99
0,0.96,0.66,0.99
0,0.99,0.56,0.99
0,0.96,0.55,0.98
0,0.94,0.48,1.0
0,0.0,0.5,0.0
0,0.04,0.39,0.01
0,0.02,0.36,1.0
0,0.04,0.33,0.0
0,0.04,0.29,0.0
0,0.98,0.31,0.0
0,0.02,0.37,0.0
0,0.02,0.24,0.0
0,0.03,0.25,0.0
0,0.02,0.27,0.0
0,0.02,0.26,0.01
0,0.02,0.16,0.01
0,0.0,0.19,0.0
0,0.0,0.18,0.01
0,0.02,0.14,0.02
0,0.0,0.11,0.0
0,0.05,0.09,0.0
0,0.05,0.05,0.0
0,0.02,0.06,0.01
0,0.03,0.04,0.0
0,0.03,0.02,0.0
0,0.03,0.04,0.0
0,0.02,0.0,0.0
0,0.0,0.01,0.0
0,0.06,0.04,0.02
0,0.01,0.02,0.0
0,0.01,0.01,0.0
0,0.01,0.01,0.01
