,DS,MV,proposed1(wcv)
0,0.99,1.0,1.0
0,0.96,0.99,0.99
0,0.99,0.99,1.0
0,0.98,0.94,0.99
0,0.99,0.96,0.99
0,1.0,0.97,1.0
0,0.98,0.94,0.99
0,0.93,0.95,0.98
0,0.97,0.95,0.99
0,0.98,0.95,0.99
0,0.96,0.93,0.97
0,0.97,0.84,0.99
0,1.0,0.84,1.0
0,0.96,0.81,0.98
0,0.99,0.81,0.99
0,0.99,0.72,0.99
0,1.0,0.8,1.0
0,0.99,0.61,0.98
0,0.98,0.7,1.0
0,1.0,0.67,1.0
0,0.97,0.62,0.97
0,0.97,0.62,0.99
0,0.98,0.5,0.96
0,0.99,0.51,0.0
0,0.99,0.53,1.0
0,0.0,0.47,0.99
0,0.02,0.42,0.41
0,1.0,0.43,0.01
0,0.01,0.37,0.0
0,0.03,0.37,0.01
0,0.0,0.3,0.0
0,0.03,0.29,0.0
0,0.0,0.37,0.01
0,0.0,0.2,0.0
0,0.0,0.24,0.01
0,0.02,0.23,0.0
0,0.0,0.13,0.01
0,0.03,0.06,0.0
0,0.01,0.08,0.0
0,0.05,0.12,0.04
0,0.04,0.09,0.02
0,0.03,0.15,0.02
0,0.01,0.11,0.01
0,0.04,0.04,0.02
0,0.01,0.03,0.03
0,0.01,0.05,0.01
0,0.05,0.04,0.04
0,0.01,0.01,0.0
0,0.03,0.03,0.01
0,0.01,0.02,0.01
0,0.01,0.02,0.02
