,DS,MV,proposed
0,0.8339529120198265,0.815365551425031,0.8128872366790583
1,0.8339529120198265,0.815365551425031,0.8141263940520446
2,0.8339529120198265,0.815365551425031,0.8190830235439901
3,0.8339529120198265,0.815365551425031,0.8277571251548946
4,0.8339529120198265,0.815365551425031,0.8265179677819083
5,0.8339529120198265,0.815365551425031,0.8302354399008675
6,0.8339529120198265,0.815365551425031,0.8215613382899628
7,0.8339529120198265,0.815365551425031,0.8302354399008675
8,0.8339529120198265,0.815365551425031,0.8252788104089219
9,0.8339529120198265,0.815365551425031,0.828996282527881
10,0.8339529120198265,0.815365551425031,0.8302354399008675
11,0.8339529120198265,0.815365551425031,0.8265179677819083
12,0.8339529120198265,0.815365551425031,0.8302354399008675
13,0.8339529120198265,0.815365551425031,0.8314745972738538
14,0.8339529120198265,0.815365551425031,0.8240396530359355
15,0.8339529120198265,0.815365551425031,0.8314745972738538
16,0.8339529120198265,0.815365551425031,0.8339529120198265
17,0.8339529120198265,0.815365551425031,0.828996282527881
18,0.8339529120198265,0.815365551425031,0.8327137546468402
19,0.8339529120198265,0.815365551425031,0.8327137546468402
20,0.8339529120198265,0.815365551425031,0.828996282527881
21,0.8339529120198265,0.815365551425031,0.8314745972738538
22,0.8339529120198265,0.815365551425031,0.8302354399008675
23,0.8339529120198265,0.815365551425031,0.8277571251548946
24,0.8339529120198265,0.815365551425031,0.8339529120198265
25,0.8339529120198265,0.815365551425031,0.8314745972738538
26,0.8339529120198265,0.815365551425031,0.828996282527881
27,0.8339529120198265,0.815365551425031,0.8265179677819083
28,0.8339529120198265,0.815365551425031,0.8302354399008675
29,0.8339529120198265,0.815365551425031,0.8327137546468402
30,0.8339529120198265,0.815365551425031,0.8302354399008675
31,0.8339529120198265,0.815365551425031,0.8314745972738538
32,0.8339529120198265,0.815365551425031,0.8339529120198265
33,0.8339529120198265,0.815365551425031,0.8302354399008675
34,0.8339529120198265,0.815365551425031,0.8339529120198265
35,0.8339529120198265,0.815365551425031,0.8364312267657993
36,0.8339529120198265,0.815365551425031,0.8277571251548946
37,0.8339529120198265,0.815365551425031,0.8351920693928129
38,0.8339529120198265,0.815365551425031,0.828996282527881
39,0.8339529120198265,0.815365551425031,0.8327137546468402
40,0.8339529120198265,0.815365551425031,0.8339529120198265
41,0.8339529120198265,0.815365551425031,0.8327137546468402
42,0.8339529120198265,0.815365551425031,0.8327137546468402
43,0.8339529120198265,0.815365551425031,0.8314745972738538
44,0.8339529120198265,0.815365551425031,0.8339529120198265
45,0.8339529120198265,0.815365551425031,0.8327137546468402
46,0.8339529120198265,0.815365551425031,0.8314745972738538
47,0.8339529120198265,0.815365551425031,0.8302354399008675
48,0.8339529120198265,0.815365551425031,0.828996282527881
49,0.8339529120198265,0.815365551425031,0.828996282527881
50,0.8339529120198265,0.815365551425031,0.828996282527881
51,0.8339529120198265,0.815365551425031,0.8314745972738538
52,0.8339529120198265,0.815365551425031,0.8327137546468402
53,0.8339529120198265,0.815365551425031,0.8351920693928129
54,0.8339529120198265,0.815365551425031,0.828996282527881
55,0.8339529120198265,0.815365551425031,0.8351920693928129
56,0.8339529120198265,0.815365551425031,0.8339529120198265
57,0.8339529120198265,0.815365551425031,0.8376703841387856
58,0.8339529120198265,0.815365551425031,0.8314745972738538
59,0.8339529120198265,0.815365551425031,0.8351920693928129
60,0.8339529120198265,0.815365551425031,0.8327137546468402
61,0.8339529120198265,0.815365551425031,0.8327137546468402
62,0.8339529120198265,0.815365551425031,0.8327137546468402
63,0.8339529120198265,0.815365551425031,0.8401486988847584
64,0.8339529120198265,0.815365551425031,0.8351920693928129
65,0.8339529120198265,0.815365551425031,0.8364312267657993
66,0.8339529120198265,0.815365551425031,0.8327137546468402
67,0.8339529120198265,0.815365551425031,0.8376703841387856
68,0.8339529120198265,0.815365551425031,0.8327137546468402
69,0.8339529120198265,0.815365551425031,0.8327137546468402
70,0.8339529120198265,0.815365551425031,0.8314745972738538
71,0.8339529120198265,0.815365551425031,0.8351920693928129
72,0.8339529120198265,0.815365551425031,0.8339529120198265
73,0.8339529120198265,0.815365551425031,0.8351920693928129
74,0.8339529120198265,0.815365551425031,0.838909541511772
75,0.8339529120198265,0.815365551425031,0.8351920693928129
76,0.8339529120198265,0.815365551425031,0.828996282527881
77,0.8339529120198265,0.815365551425031,0.8413878562577447
78,0.8339529120198265,0.815365551425031,0.8364312267657993
79,0.8339529120198265,0.815365551425031,0.8339529120198265
80,0.8339529120198265,0.815365551425031,0.8351920693928129
81,0.8339529120198265,0.815365551425031,0.8327137546468402
82,0.8339529120198265,0.815365551425031,0.8314745972738538
83,0.8339529120198265,0.815365551425031,0.8327137546468402
84,0.8339529120198265,0.815365551425031,0.8327137546468402
85,0.8339529120198265,0.815365551425031,0.8314745972738538
86,0.8339529120198265,0.815365551425031,0.8314745972738538
87,0.8339529120198265,0.815365551425031,0.8364312267657993
88,0.8339529120198265,0.815365551425031,0.8364312267657993
89,0.8339529120198265,0.815365551425031,0.8351920693928129
90,0.8339529120198265,0.815365551425031,0.8351920693928129
91,0.8339529120198265,0.815365551425031,0.8351920693928129
92,0.8339529120198265,0.815365551425031,0.8376703841387856
93,0.8339529120198265,0.815365551425031,0.8327137546468402
94,0.8339529120198265,0.815365551425031,0.8376703841387856
95,0.8339529120198265,0.815365551425031,0.838909541511772
96,0.8339529120198265,0.815365551425031,0.8265179677819083
97,0.8339529120198265,0.815365551425031,0.8364312267657993
98,0.8339529120198265,0.815365551425031,0.8364312267657993
99,0.8339529120198265,0.815365551425031,0.8364312267657993
100,0.8339529120198265,0.815365551425031,0.8364312267657993
101,0.8339529120198265,0.815365551425031,0.8339529120198265
102,0.8339529120198265,0.815365551425031,0.828996282527881
103,0.8339529120198265,0.815365551425031,0.8302354399008675
104,0.8339529120198265,0.815365551425031,0.8376703841387856
105,0.8339529120198265,0.815365551425031,0.8302354399008675
106,0.8339529120198265,0.815365551425031,0.8364312267657993
107,0.8339529120198265,0.815365551425031,0.8364312267657993
