,L,R
0,0.28700000000000003,-3.2008951143191307
1,0.10299999999999998,-74.04788713491784
2,0.10299999999999998,-73.9352008453101
3,0.11299999999999999,-69.11642522375988
4,0.11299999999999999,-69.17580370388198
5,0.11299999999999999,-69.18444609478234
6,0.11299999999999999,-69.18779520893544
7,0.11299999999999999,-69.24601217569668
8,0.11299999999999999,-69.19597811632018
9,0.11299999999999999,-69.10307685794854
10,0.11299999999999999,-69.19677456489664
11,0.11299999999999999,-69.21479943043633
12,0.11299999999999999,-69.11838363282321
13,0.11299999999999999,-69.23891026104397
14,0.11299999999999999,-69.18732033665816
15,0.11299999999999999,-69.13154802281596
16,0.11299999999999999,-69.22063537952208
17,0.11299999999999999,-69.1451810599978
18,0.11299999999999999,-69.17378255242426
19,0.11299999999999999,-69.16069684624573
20,0.11299999999999999,-69.13897410517906
21,0.11299999999999999,-69.17892797862682
22,0.11299999999999999,-69.24543398297615
23,0.11299999999999999,-69.2365240587668
24,0.11299999999999999,-69.2250869138074
25,0.11299999999999999,-69.17800242243477
26,0.11299999999999999,-69.23486192825816
27,0.11299999999999999,-69.14696524786541
28,0.11299999999999999,-69.14095292403815
29,0.10299999999999998,-73.94116139902621
30,0.11299999999999999,-69.17326705317087
31,0.11299999999999999,-69.14224244580915
32,0.11299999999999999,-69.1110433816377
33,0.11299999999999999,-69.14688341199702
34,0.11299999999999999,-69.1843520017146
35,0.11299999999999999,-69.2374296436984
36,0.11299999999999999,-69.11928563433254
37,0.11299999999999999,-69.10365365739256
38,0.11299999999999999,-69.23846791605756
39,0.11299999999999999,-69.13724190979318
40,0.11299999999999999,-69.20988333118143
41,0.11299999999999999,-69.1842988600262
42,0.11299999999999999,-69.16195946182148
43,0.11299999999999999,-69.2010418950674
44,0.11299999999999999,-69.10656412954565
45,0.11299999999999999,-69.20434234275302
46,0.11299999999999999,-69.24501806107241
47,0.11299999999999999,-69.18806008324981
48,0.11299999999999999,-69.11952517096806
49,0.11299999999999999,-69.19097973542439
50,0.11299999999999999,-69.11002691077339
51,0.11299999999999999,-69.15642587746783
52,0.11299999999999999,-69.16189956323139
53,0.11299999999999999,-69.11112752145023
54,0.11299999999999999,-69.17980082693384
55,0.11299999999999999,-69.22698044755563
56,0.11299999999999999,-69.14914165017537
57,0.11299999999999999,-69.10471990408776
58,0.11299999999999999,-69.15968929995368
59,0.11299999999999999,-69.11397975063578
60,0.11299999999999999,-69.21790550944745
61,0.11299999999999999,-69.11379426918157
62,0.11299999999999999,-69.17460911040273
63,0.11299999999999999,-69.11267563383012
64,0.11299999999999999,-69.20498266143605
65,0.11299999999999999,-69.2450223616438
66,0.11299999999999999,-69.1814570680057
67,0.11299999999999999,-69.11643239390023
68,0.11299999999999999,-69.20544518741183
69,0.11299999999999999,-69.22963705978938
70,0.11299999999999999,-69.16623690847845
71,0.11299999999999999,-69.17588570714487
72,0.11299999999999999,-69.18983690253954
73,0.11299999999999999,-69.21056646543867
74,0.11299999999999999,-69.16866316613626
75,0.11299999999999999,-69.23997625182726
76,0.11299999999999999,-69.2129159676336
77,0.11299999999999999,-69.11709021596145
78,0.11299999999999999,-69.16127687740384
79,0.11299999999999999,-69.20399773661057
80,0.11299999999999999,-69.24079084056545
81,0.11299999999999999,-69.2381946875786
82,0.11299999999999999,-69.14568620561855
83,0.11299999999999999,-69.13963979305817
84,0.11299999999999999,-69.14644971413723
85,0.11399999999999999,-69.49207701779007
86,0.11299999999999999,-69.11198690877231
87,0.11299999999999999,-69.19468690538721
88,0.11299999999999999,-69.10977560491365
89,0.11299999999999999,-69.232284736743
90,0.10399999999999998,-74.48640932693573
91,0.10299999999999998,-73.96687486776399
92,0.118,-66.19056010374986
93,0.10299999999999998,-74.03052642200171
94,0.11299999999999999,-69.12901176338481
95,0.11299999999999999,-69.18350938139866
96,0.11299999999999999,-69.11185935058943
97,0.11299999999999999,-69.13235323634177
98,0.10299999999999998,-74.01634155708355
99,0.11299999999999999,-69.19615921350965
