,L,R
0,0.0010000000000000009,-92.14941758752023
1,0.133,-6.530833224656018
2,0.0010000000000000009,-80.62893713351235
3,0.0010000000000000009,-81.37414567190221
4,0.0010000000000000009,-83.36617912601523
5,0.0010000000000000009,-85.51946062545953
6,0.0010000000000000009,-85.66714696373272
7,0.0010000000000000009,-86.05925333487282
8,0.0010000000000000009,-90.28700948799549
9,0.0010000000000000009,-86.18957107814654
10,0.0010000000000000009,-87.22431118293704
11,0.0010000000000000009,-93.12137216851156
12,0.0010000000000000009,-173.96391322608682
13,0.0010000000000000009,-166.63324919719759
14,0.0010000000000000009,-167.09048502054296
15,0.0010000000000000009,-179.87462404771375
16,0.0010000000000000009,-121.88516076485435
17,0.0010000000000000009,-126.84904587578913
18,0.0010000000000000009,-134.9840365485476
19,0.0010000000000000009,-143.76397236884102
20,0.0010000000000000009,-109.60704550076478
21,0.0010000000000000009,-149.10523759097296
22,0.0010000000000000009,-127.05635875465998
23,0.0010000000000000009,-169.8483740226356
24,0.0010000000000000009,-162.91064768541747
25,0.0010000000000000009,-108.90134842655542
26,0.0010000000000000009,-130.11802145824691
27,0.0010000000000000009,-110.75484913812035
28,0.0010000000000000009,-96.07200814296617
29,0.0010000000000000009,-100.48328494966015
30,0.0010000000000000009,-124.36606801747344
31,0.0010000000000000009,-169.27740573330078
32,0.0010000000000000009,-168.2486047618021
33,0.0010000000000000009,-117.1501337818883
34,0.0010000000000000009,-131.87769310304333
35,0.0010000000000000009,-94.9752978011176
36,0.0010000000000000009,-97.11817691090435
37,0.0010000000000000009,-97.80680728743762
38,0.0010000000000000009,-112.07926870716076
39,0.0010000000000000009,-100.8813947502634
40,0.0010000000000000009,-115.79670460992743
41,0.0010000000000000009,-152.68121147258623
42,0.0010000000000000009,-112.28251109142323
43,0.0010000000000000009,-105.11506191308179
44,0.0010000000000000009,-141.08318467797454
45,0.0010000000000000009,-116.1413854344667
46,0.0010000000000000009,-120.59358697761067
47,0.0010000000000000009,-178.88771878584902
48,0.0010000000000000009,-178.29756610828693
49,0.0010000000000000009,-80.62896513641238
50,0.0010000000000000009,-110.73954719880032
51,0.0010000000000000009,-157.21977638264903
52,0.0010000000000000009,-150.52121028645783
53,0.0010000000000000009,-148.03393300877255
54,0.0010000000000000009,-145.9628886511513
55,0.0010000000000000009,-145.4285562292358
56,0.0010000000000000009,-146.10302346750845
57,0.0010000000000000009,-144.43762032716165
58,0.0010000000000000009,-147.56500064871403
59,0.0010000000000000009,-144.4331802009915
60,0.0010000000000000009,-167.165196733544
61,0.0010000000000000009,-139.72902180431262
62,0.0010000000000000009,-140.60525994463183
63,0.0010000000000000009,-157.30122356469332
64,0.0010000000000000009,-155.0880542843131
65,0.0010000000000000009,-129.32156005224212
66,0.0010000000000000009,-152.25811881821076
67,0.0010000000000000009,-156.36275940767453
68,0.0010000000000000009,-127.77320572274954
69,0.0010000000000000009,-95.21108949856462
70,0.0010000000000000009,-153.80055556100177
71,0.0010000000000000009,-93.63828737592102
72,0.0010000000000000009,-157.18893656024696
73,0.0010000000000000009,-159.18876879355415
74,0.0010000000000000009,-96.30266774804699
75,0.0010000000000000009,-133.5317557944154
76,0.0010000000000000009,-93.7567934387648
77,0.0010000000000000009,-130.56270665017988
78,0.0010000000000000009,-93.16014796390655
79,0.0010000000000000009,-99.30038910437196
80,0.0010000000000000009,-120.75105088358093
81,0.0010000000000000009,-127.72686667245425
82,0.0010000000000000009,-112.1702666910773
83,0.0010000000000000009,-106.91117706558414
84,0.0010000000000000009,-103.4767168797161
85,0.0010000000000000009,-103.9185564514756
86,0.0010000000000000009,-93.56831669539123
87,0.0010000000000000009,-102.63912085991535
88,0.0010000000000000009,-111.10619652465965
89,0.0010000000000000009,-100.6278024778485
90,0.0010000000000000009,-102.42763738758617
91,0.0010000000000000009,-148.6734784587666
92,0.0010000000000000009,-99.56299660420376
93,0.0010000000000000009,-156.6527563887527
94,0.0010000000000000009,-179.85918868535435
95,0.0010000000000000009,-169.76711188353784
96,0.0010000000000000009,-178.1857127169938
97,0.0010000000000000009,-94.40953594574351
98,0.0010000000000000009,-80.62896957182166
99,0.0010000000000000009,-134.07015885619137
100,0.0010000000000000009,-106.32689589623237
