,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.99,1.0
0,1.0,0.97,1.0
0,1.0,0.94,1.0
0,0.99,0.98,1.0
0,0.99,0.93,0.99
0,1.0,0.89,1.0
0,1.0,0.84,1.0
0,1.0,0.81,1.0
0,1.0,0.83,1.0
0,1.0,0.86,1.0
0,1.0,0.77,1.0
0,1.0,0.69,1.0
0,1.0,0.7,1.0
0,0.99,0.52,0.99
0,1.0,0.61,1.0
0,1.0,0.57,1.0
0,1.0,0.46,1.0
0,1.0,0.47,1.0
0,0.0,0.37,0.0
0,0.0,0.41,0.0
0,0.0,0.3,0.0
0,0.0,0.32,0.0
0,0.0,0.29,0.0
0,0.0,0.21,0.0
0,0.0,0.21,0.0
0,0.01,0.19,0.01
0,0.0,0.12,0.0
0,0.0,0.1,0.0
0,0.0,0.15,0.0
0,0.0,0.07,0.0
0,0.0,0.06,0.0
0,0.0,0.0,0.0
0,0.0,0.06,0.0
0,0.0,0.03,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.04,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
