,DS,MV,proposed1(wcv)
0,0.99,1.0,0.99
0,0.98,0.99,0.97
0,0.97,0.98,1.0
0,0.97,0.99,1.0
0,1.0,0.99,1.0
0,0.98,0.91,0.98
0,1.0,0.96,1.0
0,0.96,0.91,0.98
0,0.99,0.85,0.99
0,0.98,0.85,1.0
0,0.98,0.91,0.99
0,0.99,0.85,0.99
0,0.97,0.85,0.99
0,0.96,0.84,0.99
0,0.97,0.8,0.99
0,0.98,0.8,0.98
0,1.0,0.78,1.0
0,0.9,0.66,0.98
0,0.98,0.69,0.99
0,0.99,0.62,1.0
0,0.95,0.66,1.0
0,0.97,0.65,0.99
0,0.99,0.6,0.99
0,0.99,0.64,1.0
0,0.97,0.54,1.0
0,0.98,0.59,0.98
0,0.03,0.51,0.02
0,0.0,0.44,0.0
0,0.06,0.42,0.01
0,0.0,0.37,0.0
0,0.0,0.38,0.0
0,0.0,0.25,0.0
0,0.02,0.21,0.02
0,0.03,0.24,0.0
0,0.03,0.25,0.0
0,0.0,0.14,0.0
0,0.03,0.15,0.01
0,0.02,0.17,0.02
0,0.09,0.14,0.0
0,0.03,0.13,0.01
0,0.04,0.09,0.01
0,0.04,0.08,0.0
0,0.07,0.1,0.02
0,0.02,0.07,0.0
0,0.0,0.03,0.0
0,0.02,0.01,0.01
0,0.04,0.01,0.0
0,0.02,0.0,0.0
0,0.04,0.01,0.01
0,0.03,0.02,0.02
0,0.03,0.0,0.0
