,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,0.99,1.0
0,1.0,0.96,1.0
0,1.0,0.96,1.0
0,1.0,0.96,1.0
0,1.0,0.93,1.0
0,1.0,0.93,1.0
0,1.0,0.97,1.0
0,1.0,0.92,1.0
0,1.0,0.92,1.0
0,1.0,0.92,1.0
0,1.0,0.84,1.0
0,1.0,0.78,0.99
0,1.0,0.76,1.0
0,1.0,0.76,1.0
0,1.0,0.68,1.0
0,1.0,0.79,1.0
0,1.0,0.59,0.59
0,1.0,0.57,0.58
0,1.0,0.55,0.53
0,1.0,0.63,0.6
0,0.0,0.4,0.43
0,0.0,0.38,0.43
0,0.0,0.37,0.32
0,0.0,0.29,0.0
0,0.0,0.23,0.0
0,0.0,0.29,0.35
0,0.0,0.24,0.0
0,0.0,0.17,0.0
0,0.0,0.14,0.0
0,0.0,0.16,0.0
0,0.0,0.1,0.0
0,0.0,0.13,0.0
0,0.0,0.06,0.0
0,0.0,0.05,0.0
0,0.01,0.05,0.01
0,0.0,0.04,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.0,0.01
0,0.0,0.0,0.0
