,DS,MV,proposed1(wcv)
0,0.97,0.98,0.98
0,0.98,0.97,0.97
0,0.99,0.99,1.0
0,0.99,0.97,0.99
0,1.0,0.99,1.0
0,0.99,0.96,1.0
0,1.0,0.96,1.0
0,0.99,0.9,0.99
0,0.96,0.93,0.98
0,1.0,0.93,1.0
0,0.98,0.88,0.99
0,0.99,0.95,0.99
0,1.0,0.9,1.0
0,1.0,0.8,1.0
0,1.0,0.83,1.0
0,0.97,0.81,0.97
0,0.97,0.73,0.97
0,0.97,0.75,0.98
0,1.0,0.67,1.0
0,0.99,0.49,0.45
0,0.98,0.61,0.71
0,0.98,0.53,0.49
0,1.0,0.65,1.0
0,0.99,0.55,0.4
0,1.0,0.54,0.55
0,0.01,0.47,0.59
0,0.02,0.49,0.4
0,0.02,0.43,0.39
0,0.0,0.46,0.46
0,0.0,0.35,0.0
0,0.0,0.26,0.0
0,0.01,0.2,0.01
0,0.0,0.25,0.0
0,0.01,0.2,0.0
0,0.0,0.21,0.0
0,0.03,0.28,0.02
0,0.0,0.18,0.01
0,0.02,0.2,0.02
0,0.0,0.09,0.0
0,0.03,0.11,0.01
0,0.03,0.11,0.03
0,0.0,0.1,0.0
0,0.01,0.05,0.01
0,0.0,0.03,0.0
0,0.01,0.11,0.02
0,0.0,0.02,0.01
0,0.0,0.04,0.0
0,0.01,0.02,0.01
0,0.0,0.02,0.0
0,0.03,0.03,0.03
0,0.0,0.0,0.0
