,DS,MV,proposed1(wcv)
0,0.99,1.0,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,0.99,0.99,0.99
0,1.0,0.99,0.99
0,1.0,0.95,0.96
0,1.0,0.94,0.98
0,0.99,0.98,0.97
0,1.0,0.92,0.96
0,1.0,0.93,0.97
0,1.0,0.87,0.92
0,0.99,0.94,0.94
0,1.0,0.86,0.91
0,1.0,0.79,0.93
0,0.99,0.86,0.87
0,1.0,0.77,0.84
0,0.99,0.8,0.87
0,1.0,0.67,0.74
0,1.0,0.66,0.88
0,1.0,0.61,0.9
0,1.0,0.72,0.78
0,1.0,0.63,0.82
0,1.0,0.57,0.79
0,0.99,0.51,0.89
0,1.0,0.56,0.56
0,0.0,0.52,0.61
0,0.0,0.39,0.39
0,0.99,0.37,0.24
0,0.0,0.33,0.33
0,0.01,0.26,0.11
0,0.0,0.22,0.1
0,0.0,0.28,0.15
0,0.0,0.3,0.3
0,0.0,0.22,0.1
0,0.01,0.16,0.16
0,0.0,0.17,0.24
0,0.0,0.07,0.08
0,0.0,0.07,0.04
0,0.0,0.11,0.07
0,0.0,0.04,0.01
0,0.0,0.05,0.03
0,0.0,0.04,0.03
0,0.0,0.08,0.06
0,0.01,0.02,0.02
0,0.0,0.02,0.0
0,0.0,0.01,0.01
0,0.0,0.0,0.01
0,0.0,0.01,0.01
0,0.0,0.01,0.01
0,0.0,0.0,0.0
0,0.02,0.0,0.0
