,DS,MV,proposed1(wcv)
0,0.98,0.98,0.98
0,0.95,0.96,0.98
0,0.99,1.0,1.0
0,1.0,0.98,1.0
0,0.98,0.98,0.98
0,1.0,0.97,0.99
0,0.99,0.96,1.0
0,0.98,0.95,1.0
0,0.98,0.97,0.98
0,1.0,0.94,1.0
0,0.99,0.91,0.98
0,1.0,0.87,1.0
0,0.98,0.85,0.98
0,0.99,0.85,0.99
0,0.99,0.82,0.98
0,1.0,0.84,1.0
0,0.97,0.83,0.99
0,0.98,0.69,0.7
0,0.98,0.7,0.98
0,1.0,0.7,1.0
0,0.99,0.74,1.0
0,0.99,0.69,0.61
0,0.98,0.56,0.59
0,0.01,0.48,0.42
0,0.99,0.52,0.4
0,0.98,0.58,0.59
0,0.02,0.38,0.31
0,0.04,0.41,0.58
0,0.01,0.41,0.4
0,0.03,0.27,0.01
0,0.0,0.44,0.44
0,0.05,0.33,0.29
0,0.0,0.29,0.4
0,0.02,0.22,0.02
0,0.01,0.16,0.0
0,0.01,0.22,0.01
0,0.01,0.15,0.01
0,0.01,0.17,0.01
0,0.03,0.14,0.03
0,0.02,0.11,0.0
0,0.02,0.05,0.01
0,0.0,0.07,0.0
0,0.01,0.11,0.02
0,0.01,0.1,0.01
0,0.0,0.03,0.0
0,0.03,0.02,0.02
0,0.0,0.02,0.0
0,0.01,0.03,0.01
0,0.03,0.01,0.01
0,0.0,0.01,0.0
0,0.0,0.0,0.0
