,DS,MV,proposed1(wcv)
0,0.6,0.93,0.93
0,0.6,0.84,0.84
0,0.6,0.86,0.6
0,0.6,0.84,0.84
0,0.6,0.86,0.86
0,0.6,0.81,0.81
0,0.4,0.81,0.81
0,0.6,0.77,0.77
0,0.6,0.83,0.83
0,0.6,0.78,0.78
0,0.6,0.72,0.72
0,0.6,0.66,0.66
0,0.6,0.65,0.65
0,0.6,0.74,0.74
0,0.6,0.72,0.72
0,0.6,0.68,0.68
0,0.6,0.6,0.6
0,0.4,0.66,0.66
0,0.6,0.69,0.69
0,0.6,0.63,0.63
0,0.4,0.57,0.57
0,0.6,0.58,0.58
0,0.6,0.58,0.58
0,0.6,0.64,0.64
0,0.4,0.54,0.54
0,0.4,0.55,0.55
0,0.4,0.43,0.43
0,0.6,0.51,0.51
0,0.4,0.38,0.38
0,0.4,0.47,0.47
0,0.6,0.45,0.45
0,0.4,0.4,0.4
0,0.4,0.35,0.35
0,0.6,0.43,0.43
0,0.4,0.24,0.24
0,0.4,0.29,0.29
0,0.4,0.41,0.41
0,0.4,0.37,0.37
0,0.6,0.32,0.32
0,0.4,0.18,0.18
0,0.4,0.27,0.27
0,0.4,0.2,0.2
0,0.6,0.23,0.23
0,0.4,0.23,0.23
0,0.4,0.19,0.19
0,0.4,0.09,0.09
0,0.4,0.14,0.14
0,0.4,0.12,0.12
0,0.4,0.15,0.15
0,0.4,0.1,0.1
0,0.4,0.12,0.12
