,DS,MV,proposed1(wcv)
0,0.8,0.92,0.92
0,0.8,0.93,0.93
0,0.8,0.87,0.87
0,0.8,0.86,0.86
0,0.8,0.86,0.86
0,0.8,0.82,0.82
0,0.8,0.69,0.69
0,0.8,0.79,0.79
0,0.8,0.75,0.8
0,0.8,0.77,0.8
0,0.8,0.79,0.79
0,0.8,0.8,0.8
0,0.8,0.72,0.72
0,0.8,0.69,0.69
0,0.8,0.62,0.62
0,0.8,0.65,0.8
0,0.8,0.69,0.8
0,0.8,0.65,0.65
0,0.8,0.67,0.8
0,0.8,0.57,0.8
0,0.8,0.55,0.82
0,0.8,0.59,0.59
0,0.8,0.51,0.74
0,0.2,0.47,0.47
0,0.8,0.48,0.8
0,0.2,0.49,0.49
0,0.8,0.48,0.76
0,0.8,0.57,0.57
0,0.8,0.42,0.42
0,0.2,0.42,0.2
0,0.2,0.4,0.4
0,0.2,0.36,0.2
0,0.2,0.44,0.2
0,0.2,0.25,0.2
0,0.2,0.35,0.35
0,0.2,0.31,0.31
0,0.2,0.26,0.2
0,0.2,0.37,0.37
0,0.2,0.29,0.2
0,0.2,0.29,0.2
0,0.2,0.29,0.29
0,0.2,0.22,0.22
0,0.2,0.2,0.2
0,0.2,0.23,0.2
0,0.2,0.24,0.2
0,0.2,0.17,0.17
0,0.2,0.12,0.12
0,0.2,0.1,0.1
0,0.2,0.18,0.18
0,0.2,0.18,0.18
0,0.2,0.07,0.07
