,DS,MV,proposed1(wcv)
0,0.9,0.98,0.98
0,0.9,0.95,0.95
0,0.9,0.95,0.97
0,0.9,0.96,0.98
0,0.92,0.95,1.0
0,0.9,0.94,1.0
0,0.9,0.92,0.98
0,0.9,0.91,0.97
0,0.9,0.85,1.0
0,0.9,0.88,0.99
0,0.9,0.84,0.95
0,0.9,0.81,0.96
0,0.9,0.9,0.97
0,0.9,0.8,0.99
0,0.9,0.7,0.96
0,0.9,0.77,1.0
0,0.9,0.66,0.81
0,0.9,0.72,0.9
0,0.9,0.66,0.0
0,0.9,0.57,0.99
0,0.9,0.7,0.99
0,0.9,0.67,0.97
0,0.9,0.49,0.1
0,0.9,0.51,0.07
0,0.9,0.57,0.92
0,0.07,0.44,0.02
0,0.1,0.49,0.02
0,0.1,0.43,0.0
0,0.1,0.49,0.04
0,0.1,0.38,0.06
0,0.1,0.42,0.02
0,0.1,0.23,0.03
0,0.1,0.31,0.04
0,0.1,0.26,0.1
0,0.1,0.28,0.02
0,0.1,0.19,0.08
0,0.1,0.23,0.06
0,0.1,0.17,0.03
0,0.1,0.24,0.04
0,0.1,0.21,0.02
0,0.1,0.18,0.04
0,0.1,0.13,0.05
0,0.1,0.09,0.01
0,0.1,0.11,0.04
0,0.1,0.1,0.01
0,0.1,0.06,0.03
0,0.1,0.03,0.0
0,0.1,0.04,0.04
0,0.1,0.03,0.03
0,0.1,0.04,0.02
0,0.1,0.01,0.0
