,DS,MV,proposed1(wcv)
0,0.99,0.99,0.99
0,0.98,1.0,0.98
0,0.97,0.99,0.99
0,0.97,0.98,1.0
0,1.0,0.98,1.0
0,0.98,0.96,1.0
0,1.0,0.94,0.99
0,0.98,0.91,1.0
0,0.98,0.93,0.98
0,0.98,0.89,0.99
0,1.0,0.88,1.0
0,0.98,0.87,0.99
0,0.98,0.8,0.99
0,0.95,0.87,0.99
0,0.97,0.79,0.98
0,0.96,0.76,0.99
0,0.98,0.73,0.98
0,0.98,0.71,0.97
0,0.99,0.65,1.0
0,0.97,0.73,0.97
0,0.99,0.65,0.99
0,0.9,0.63,1.0
0,0.98,0.55,0.96
0,0.99,0.53,0.99
0,0.1,0.4,0.03
0,0.9,0.41,0.02
0,0.03,0.46,0.99
0,0.02,0.44,0.02
0,0.02,0.34,0.01
0,0.02,0.3,0.01
0,0.1,0.36,0.0
0,0.02,0.25,0.03
0,0.01,0.3,0.04
0,0.02,0.26,0.01
0,0.02,0.15,0.0
0,0.03,0.2,0.01
0,0.01,0.15,0.0
0,0.0,0.19,0.0
0,0.0,0.09,0.0
0,0.02,0.11,0.0
0,0.02,0.02,0.01
0,0.05,0.02,0.01
0,0.01,0.02,0.01
0,0.04,0.03,0.0
0,0.06,0.05,0.0
0,0.01,0.03,0.01
0,0.05,0.04,0.01
0,0.05,0.02,0.01
0,0.02,0.02,0.01
0,0.03,0.0,0.01
0,0.0,0.0,0.01
