,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,0.97,0.94,0.97
0,1.0,0.98,1.0
0,0.99,0.97,1.0
0,0.99,0.96,0.99
0,0.96,0.9,0.97
0,0.96,0.91,0.97
0,0.99,0.83,0.98
0,0.99,0.91,1.0
0,1.0,0.88,1.0
0,0.97,0.78,0.98
0,0.98,0.77,0.98
0,0.99,0.78,1.0
0,1.0,0.81,1.0
0,0.99,0.77,0.74
0,0.98,0.7,0.99
0,1.0,0.73,1.0
0,0.95,0.65,0.65
0,0.97,0.66,0.67
0,0.99,0.6,0.59
0,0.01,0.49,0.5
0,1.0,0.59,0.59
0,0.99,0.53,0.51
0,0.01,0.47,0.43
0,0.0,0.41,0.41
0,0.0,0.47,0.49
0,0.01,0.29,0.28
0,0.01,0.37,0.4
0,0.02,0.33,0.31
0,0.01,0.26,0.27
0,0.02,0.21,0.02
0,0.0,0.23,0.0
0,0.01,0.2,0.01
0,0.02,0.27,0.02
0,0.01,0.16,0.02
0,0.03,0.16,0.01
0,0.01,0.19,0.0
0,0.02,0.11,0.02
0,0.0,0.06,0.0
0,0.04,0.08,0.05
0,0.03,0.11,0.03
0,0.0,0.04,0.0
0,0.01,0.05,0.01
0,0.01,0.05,0.01
0,0.0,0.02,0.0
0,0.0,0.03,0.0
0,0.03,0.03,0.03
0,0.0,0.0,0.01
0,0.01,0.0,0.0
