,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,0.99,0.99,0.99
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,0.99,0.98,0.99
0,1.0,0.99,1.0
0,1.0,0.94,1.0
0,1.0,0.95,1.0
0,1.0,0.94,1.0
0,1.0,0.96,1.0
0,0.99,0.89,0.99
0,1.0,0.91,1.0
0,0.99,0.89,0.99
0,0.99,0.87,0.99
0,0.98,0.86,0.99
0,1.0,0.82,1.0
0,0.99,0.81,0.99
0,0.99,0.62,0.98
0,1.0,0.62,0.6
0,1.0,0.67,0.99
0,1.0,0.76,1.0
0,1.0,0.63,0.63
0,0.99,0.59,0.6
0,1.0,0.57,0.59
0,1.0,0.52,0.5
0,0.0,0.46,0.52
0,0.0,0.46,0.46
0,0.0,0.5,0.5
0,0.0,0.31,0.36
0,0.0,0.49,0.5
0,0.0,0.29,0.0
0,0.0,0.32,0.32
0,0.0,0.24,0.0
0,0.01,0.27,0.02
0,0.0,0.14,0.0
0,0.01,0.25,0.01
0,0.0,0.15,0.0
0,0.0,0.12,0.0
0,0.0,0.07,0.0
0,0.0,0.08,0.01
0,0.0,0.05,0.0
0,0.0,0.06,0.0
0,0.0,0.06,0.0
0,0.0,0.03,0.0
0,0.01,0.05,0.02
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.02,0.0
0,0.01,0.02,0.01
0,0.01,0.01,0.01
0,0.0,0.0,0.0
