,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,0.99,1.0,1.0
0,0.98,0.99,1.0
0,0.99,0.97,1.0
0,0.96,0.99,1.0
0,0.97,0.95,0.99
0,0.99,0.96,1.0
0,0.94,0.89,1.0
0,0.98,0.99,1.0
0,1.0,0.89,1.0
0,0.98,0.88,0.99
0,1.0,0.83,1.0
0,0.97,0.86,0.98
0,0.97,0.81,1.0
0,0.95,0.76,1.0
0,0.98,0.68,0.98
0,0.99,0.82,0.99
0,0.98,0.71,0.99
0,0.96,0.73,1.0
0,0.98,0.65,1.0
0,0.9,0.57,0.0
0,0.98,0.55,0.99
0,0.08,0.51,0.97
0,1.0,0.55,0.99
0,0.99,0.6,1.0
0,0.01,0.46,0.99
0,0.98,0.46,0.99
0,0.01,0.42,0.0
0,0.03,0.34,0.02
0,0.0,0.31,0.99
0,0.02,0.36,0.01
0,0.04,0.32,0.01
0,0.02,0.21,0.0
0,0.0,0.25,0.0
0,0.0,0.28,0.01
0,0.03,0.19,0.0
0,0.01,0.25,0.05
0,0.05,0.15,0.01
0,0.03,0.12,0.0
0,0.06,0.1,0.04
0,0.01,0.05,0.0
0,0.03,0.08,0.01
0,0.04,0.07,0.0
0,0.01,0.06,0.01
0,0.03,0.06,0.01
0,0.03,0.03,0.0
0,0.02,0.02,0.0
0,0.03,0.02,0.02
0,0.02,0.02,0.0
0,0.01,0.01,0.0
0,0.03,0.01,0.01
