,DS,MV,proposed1(wcv)
0,0.7,0.91,0.91
0,0.7,0.87,0.87
0,0.7,0.87,0.87
0,0.7,0.86,0.86
0,0.7,0.83,0.83
0,0.7,0.87,0.7
0,0.3,0.73,0.73
0,0.7,0.85,0.85
0,0.7,0.78,0.78
0,0.7,0.76,0.76
0,0.7,0.74,0.74
0,0.7,0.71,0.71
0,0.7,0.71,0.71
0,0.7,0.72,0.72
0,0.7,0.6,0.6
0,0.7,0.68,0.68
0,0.7,0.66,0.66
0,0.7,0.6,0.6
0,0.3,0.58,0.58
0,0.7,0.64,0.64
0,0.7,0.61,0.61
0,0.3,0.61,0.61
0,0.7,0.54,0.7
0,0.7,0.47,0.47
0,0.3,0.47,0.47
0,0.3,0.54,0.54
0,0.3,0.56,0.56
0,0.7,0.46,0.46
0,0.3,0.36,0.36
0,0.3,0.41,0.41
0,0.3,0.37,0.37
0,0.3,0.34,0.34
0,0.3,0.42,0.42
0,0.3,0.33,0.33
0,0.3,0.39,0.39
0,0.7,0.39,0.39
0,0.3,0.28,0.28
0,0.3,0.31,0.31
0,0.3,0.29,0.29
0,0.3,0.19,0.19
0,0.3,0.23,0.23
0,0.3,0.22,0.22
0,0.3,0.25,0.25
0,0.3,0.19,0.19
0,0.3,0.2,0.2
0,0.3,0.2,0.2
0,0.3,0.09,0.09
0,0.3,0.09,0.09
0,0.3,0.13,0.13
0,0.3,0.13,0.13
0,0.3,0.11,0.11
