,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,0.99,1.0
0,1.0,0.99,1.0
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.97,1.0
0,1.0,0.98,1.0
0,1.0,0.93,1.0
0,1.0,0.95,1.0
0,1.0,0.9,1.0
0,1.0,0.93,1.0
0,1.0,0.91,1.0
0,0.99,0.93,0.99
0,1.0,0.85,1.0
0,1.0,0.82,1.0
0,0.99,0.72,0.99
0,1.0,0.79,1.0
0,1.0,0.65,1.0
0,1.0,0.71,1.0
0,0.99,0.59,1.0
0,1.0,0.65,1.0
0,1.0,0.57,1.0
0,1.0,0.46,1.0
0,0.0,0.49,1.0
0,0.0,0.46,0.0
0,0.0,0.42,0.0
0,0.0,0.33,0.0
0,0.0,0.25,0.0
0,0.01,0.35,0.01
0,0.0,0.3,0.01
0,0.0,0.11,0.0
0,0.0,0.17,0.0
0,0.0,0.1,0.0
0,0.0,0.1,0.0
0,0.0,0.18,0.0
0,0.0,0.13,0.0
0,0.0,0.05,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.05,0.0
0,0.0,0.02,0.01
0,0.0,0.02,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
