,DS,MV,proposed1(wcv)
0,0.8,0.97,0.97
0,0.8,0.98,0.99
0,0.8,0.94,0.96
0,0.8,0.95,0.93
0,0.8,0.91,0.96
0,0.83,0.92,0.99
0,0.8,0.87,0.96
0,0.8,0.9,0.97
0,0.8,0.9,0.9
0,0.8,0.87,0.96
0,0.8,0.87,0.97
0,0.8,0.81,0.95
0,0.8,0.68,0.98
0,0.81,0.84,0.97
0,0.8,0.76,0.91
0,0.8,0.77,0.94
0,0.8,0.67,0.98
0,0.8,0.8,1.0
0,0.8,0.65,0.93
0,0.8,0.67,0.96
0,0.8,0.72,0.9
0,0.8,0.6,0.9
0,0.87,0.51,0.92
0,0.8,0.58,0.84
0,0.2,0.53,0.86
0,0.8,0.52,0.07
0,0.07,0.58,0.95
0,0.2,0.44,0.02
0,0.2,0.45,0.42
0,0.19,0.42,0.2
0,0.2,0.34,0.21
0,0.2,0.35,0.03
0,0.2,0.46,0.02
0,0.2,0.25,0.02
0,0.2,0.24,0.02
0,0.2,0.24,0.01
0,0.2,0.3,0.08
0,0.2,0.21,0.05
0,0.2,0.15,0.04
0,0.2,0.12,0.01
0,0.2,0.22,0.04
0,0.2,0.1,0.03
0,0.2,0.13,0.02
0,0.2,0.08,0.01
0,0.2,0.09,0.02
0,0.2,0.07,0.02
0,0.2,0.04,0.04
0,0.2,0.04,0.02
0,0.2,0.08,0.09
0,0.2,0.05,0.04
0,0.17,0.02,0.01
