,DS,MV,proposed1(wcv)
0,0.95,0.98,0.98
0,0.81,0.96,0.96
0,0.95,0.98,1.0
0,0.95,0.97,0.95
0,0.94,0.95,0.96
0,0.89,0.92,0.97
0,0.9,0.84,0.85
0,0.94,0.87,0.94
0,0.95,0.9,0.96
0,0.5,0.84,0.98
0,0.87,0.81,0.93
0,0.7,0.83,0.86
0,0.97,0.76,0.77
0,0.93,0.79,0.79
0,0.95,0.72,0.72
0,0.93,0.73,0.73
0,0.94,0.7,0.68
0,0.95,0.7,0.7
0,0.7,0.68,0.53
0,0.5,0.62,0.5
0,0.99,0.64,0.55
0,0.9,0.63,0.62
0,0.82,0.53,0.53
0,0.85,0.59,0.59
0,0.13,0.5,0.5
0,0.57,0.44,0.43
0,0.08,0.53,0.52
0,0.05,0.37,0.39
0,0.05,0.38,0.38
0,0.09,0.41,0.38
0,0.06,0.46,0.45
0,0.04,0.39,0.41
0,0.19,0.33,0.38
0,0.1,0.26,0.28
0,0.08,0.32,0.33
0,0.03,0.28,0.27
0,0.1,0.27,0.27
0,0.16,0.24,0.23
0,0.06,0.22,0.04
0,0.13,0.15,0.06
0,0.05,0.18,0.02
0,0.05,0.12,0.03
0,0.11,0.14,0.04
0,0.05,0.1,0.05
0,0.06,0.12,0.02
0,0.06,0.06,0.04
0,0.12,0.08,0.07
0,0.05,0.08,0.02
0,0.04,0.03,0.04
0,0.1,0.03,0.03
0,0.03,0.02,0.03
