,DS,MV,proposed1(wcv)
0,0.9,0.92,0.92
0,0.9,0.89,0.89
0,0.9,0.83,0.83
0,0.9,0.88,0.88
0,0.9,0.91,0.91
0,0.9,0.83,0.83
0,0.9,0.79,0.9
0,0.9,0.76,0.9
0,0.9,0.78,0.9
0,0.9,0.82,0.82
0,0.9,0.68,0.9
0,0.9,0.72,0.72
0,0.9,0.71,0.9
0,0.9,0.63,0.9
0,0.9,0.7,0.9
0,0.9,0.68,0.9
0,0.9,0.62,0.9
0,0.9,0.6,0.6
0,0.1,0.48,0.1
0,0.9,0.6,0.9
0,0.9,0.61,0.9
0,0.9,0.66,0.9
0,0.9,0.55,0.9
0,0.9,0.59,0.9
0,0.9,0.55,0.9
0,0.9,0.57,0.69
0,0.9,0.59,0.9
0,0.9,0.5,0.9
0,0.1,0.43,0.1
0,0.1,0.45,0.84
0,0.1,0.47,0.1
0,0.1,0.45,0.45
0,0.1,0.33,0.1
0,0.1,0.38,0.38
0,0.1,0.34,0.1
0,0.1,0.34,0.1
0,0.1,0.37,0.1
0,0.1,0.29,0.1
0,0.1,0.24,0.1
0,0.1,0.19,0.1
0,0.1,0.27,0.1
0,0.1,0.25,0.1
0,0.1,0.23,0.1
0,0.1,0.25,0.1
0,0.1,0.16,0.1
0,0.1,0.07,0.07
0,0.1,0.15,0.15
0,0.1,0.16,0.16
0,0.1,0.11,0.11
0,0.1,0.11,0.11
0,0.1,0.12,0.12
