,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,0.99,0.99
0,1.0,1.0,1.0
0,1.0,0.96,1.0
0,1.0,0.96,1.0
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.99,1.0
0,1.0,0.95,1.0
0,1.0,0.92,1.0
0,0.99,0.94,0.99
0,1.0,0.91,1.0
0,0.98,0.88,0.98
0,0.99,0.88,0.99
0,1.0,0.8,1.0
0,1.0,0.83,1.0
0,1.0,0.78,1.0
0,0.99,0.74,0.99
0,1.0,0.68,1.0
0,1.0,0.62,1.0
0,1.0,0.64,1.0
0,1.0,0.61,1.0
0,1.0,0.57,1.0
0,0.98,0.63,0.58
0,1.0,0.5,0.41
0,0.0,0.52,0.47
0,0.01,0.51,0.51
0,0.0,0.43,0.0
0,0.0,0.4,0.0
0,0.0,0.45,0.44
0,0.0,0.3,0.0
0,0.01,0.2,0.01
0,0.0,0.3,0.0
0,0.01,0.32,0.02
0,0.01,0.11,0.01
0,0.0,0.16,0.0
0,0.0,0.14,0.0
0,0.0,0.14,0.0
0,0.01,0.11,0.01
0,0.02,0.06,0.0
0,0.0,0.06,0.0
0,0.01,0.04,0.01
0,0.01,0.08,0.02
0,0.01,0.08,0.01
0,0.0,0.02,0.0
0,0.02,0.02,0.02
0,0.01,0.0,0.0
0,0.0,0.01,0.02
0,0.01,0.01,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
