,DS,MV,proposed1(wcv)
0,0.98,0.98,0.99
0,1.0,0.99,1.0
0,0.98,0.99,0.98
0,0.99,0.97,0.99
0,0.98,0.95,0.99
0,0.97,0.94,0.99
0,1.0,0.91,1.0
0,0.97,0.96,1.0
0,0.98,0.88,0.99
0,1.0,0.89,1.0
0,1.0,0.85,1.0
0,0.99,0.87,0.99
0,0.99,0.84,0.99
0,0.97,0.81,0.98
0,0.99,0.77,0.99
0,0.99,0.8,0.97
0,0.98,0.76,0.98
0,0.98,0.75,1.0
0,0.98,0.8,0.98
0,1.0,0.67,1.0
0,1.0,0.7,0.99
0,1.0,0.57,1.0
0,0.99,0.48,1.0
0,0.98,0.57,0.99
0,0.95,0.46,0.02
0,0.01,0.44,0.01
0,1.0,0.46,0.01
0,0.0,0.49,0.0
0,0.0,0.31,0.0
0,0.04,0.35,0.01
0,0.02,0.37,0.0
0,0.01,0.37,0.0
0,0.03,0.29,0.01
0,0.01,0.24,0.01
0,0.0,0.17,0.01
0,0.04,0.29,0.03
0,0.03,0.2,0.02
0,0.02,0.17,0.01
0,0.01,0.15,0.02
0,0.02,0.12,0.0
0,0.03,0.09,0.02
0,0.0,0.07,0.01
0,0.01,0.05,0.0
0,0.02,0.07,0.02
0,0.0,0.04,0.0
0,0.02,0.06,0.03
0,0.03,0.06,0.01
0,0.02,0.01,0.01
0,0.01,0.02,0.02
0,0.01,0.01,0.01
0,0.0,0.0,0.0
