,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,0.99,0.97,0.99
0,1.0,0.99,1.0
0,1.0,1.0,0.99
0,0.97,0.96,1.0
0,0.99,0.97,1.0
0,1.0,0.99,1.0
0,1.0,0.94,0.99
0,1.0,0.93,1.0
0,1.0,0.9,1.0
0,1.0,0.92,1.0
0,1.0,0.92,1.0
0,1.0,0.88,1.0
0,1.0,0.84,1.0
0,1.0,0.79,1.0
0,1.0,0.82,1.0
0,1.0,0.72,0.99
0,0.99,0.75,1.0
0,0.98,0.71,0.99
0,1.0,0.72,1.0
0,1.0,0.58,1.0
0,1.0,0.5,1.0
0,0.98,0.61,1.0
0,0.99,0.53,0.99
0,0.0,0.42,0.0
0,0.01,0.42,0.01
0,0.0,0.38,0.0
0,0.0,0.33,0.0
0,0.02,0.42,0.01
0,0.01,0.27,0.02
0,0.0,0.17,0.0
0,0.02,0.2,0.02
0,0.01,0.18,0.02
0,0.01,0.17,0.01
0,0.0,0.14,0.0
0,0.02,0.13,0.02
0,0.01,0.11,0.01
0,0.0,0.1,0.0
0,0.0,0.09,0.0
0,0.0,0.05,0.0
0,0.01,0.07,0.01
0,0.0,0.04,0.0
0,0.0,0.04,0.0
0,0.0,0.02,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.02,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
