,DS,MV,proposed1(wcv)
0,0.99,0.99,0.99
0,0.97,1.0,1.0
0,1.0,0.99,0.99
0,0.99,0.97,0.98
0,1.0,0.95,1.0
0,0.99,0.95,1.0
0,1.0,0.96,1.0
0,0.97,0.92,1.0
0,1.0,0.91,1.0
0,0.99,0.89,0.99
0,0.99,0.9,0.99
0,0.97,0.84,0.99
0,0.99,0.74,1.0
0,1.0,0.85,1.0
0,0.99,0.81,0.99
0,0.98,0.81,1.0
0,0.99,0.75,0.99
0,1.0,0.63,1.0
0,0.98,0.71,0.98
0,1.0,0.72,1.0
0,0.99,0.64,1.0
0,0.98,0.62,1.0
0,0.99,0.49,0.01
0,0.04,0.51,0.01
0,0.02,0.42,1.0
0,0.02,0.47,0.07
0,0.02,0.4,0.0
0,1.0,0.43,0.01
0,0.02,0.36,0.01
0,0.0,0.34,0.02
0,0.0,0.31,0.0
0,0.02,0.33,0.01
0,0.01,0.33,0.0
0,0.05,0.25,0.03
0,0.02,0.21,0.0
0,0.0,0.22,0.0
0,0.05,0.18,0.04
0,0.03,0.19,0.02
0,0.0,0.09,0.0
0,0.0,0.12,0.0
0,0.02,0.1,0.01
0,0.0,0.15,0.01
0,0.01,0.07,0.01
0,0.02,0.07,0.04
0,0.01,0.02,0.0
0,0.0,0.04,0.0
0,0.02,0.01,0.01
0,0.02,0.02,0.01
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
