,DS,MV,proposed1(wcv)
0,0.5,0.89,0.89
0,0.5,0.84,0.84
0,0.5,0.83,0.5
0,0.5,0.87,0.87
0,0.5,0.8,0.8
0,0.5,0.86,0.86
0,0.5,0.83,0.83
0,0.5,0.76,0.76
0,0.5,0.81,0.81
0,0.5,0.76,0.76
0,0.5,0.68,0.68
0,0.5,0.75,0.75
0,0.5,0.77,0.77
0,0.5,0.73,0.73
0,0.5,0.68,0.68
0,0.5,0.67,0.67
0,0.5,0.71,0.71
0,0.5,0.67,0.67
0,0.5,0.63,0.63
0,0.5,0.6,0.6
0,0.5,0.51,0.51
0,0.5,0.58,0.58
0,0.5,0.57,0.57
0,0.5,0.58,0.58
0,0.5,0.53,0.53
0,0.5,0.51,0.51
0,0.5,0.47,0.47
0,0.5,0.47,0.47
0,0.5,0.38,0.38
0,0.5,0.39,0.39
0,0.5,0.46,0.46
0,0.5,0.43,0.43
0,0.5,0.4,0.4
0,0.5,0.44,0.44
0,0.5,0.34,0.34
0,0.5,0.28,0.28
0,0.5,0.22,0.22
0,0.5,0.28,0.28
0,0.5,0.25,0.25
0,0.5,0.27,0.27
0,0.5,0.21,0.21
0,0.5,0.23,0.23
0,0.5,0.28,0.28
0,0.5,0.16,0.16
0,0.5,0.18,0.18
0,0.5,0.17,0.17
0,0.5,0.15,0.15
0,0.5,0.11,0.11
0,0.5,0.11,0.11
0,0.5,0.11,0.11
0,0.5,0.07,0.07
