,DS,MV,proposed1(wcv)
0,0.99,0.99,0.99
0,0.97,1.0,1.0
0,1.0,0.98,1.0
0,0.99,0.96,0.98
0,0.99,0.98,1.0
0,0.98,0.96,1.0
0,0.95,0.9,0.98
0,1.0,0.96,1.0
0,1.0,0.92,1.0
0,0.99,0.89,1.0
0,1.0,0.81,0.99
0,0.99,0.83,1.0
0,0.99,0.86,0.98
0,0.97,0.85,0.99
0,0.99,0.8,0.99
0,0.97,0.79,1.0
0,0.99,0.73,1.0
0,0.95,0.69,0.99
0,1.0,0.64,1.0
0,0.99,0.63,1.0
0,0.96,0.62,0.99
0,0.98,0.65,0.98
0,0.98,0.57,0.99
0,0.99,0.6,0.99
0,0.01,0.53,0.01
0,0.01,0.5,0.02
0,0.99,0.42,0.99
0,0.01,0.43,0.0
0,0.99,0.42,1.0
0,0.02,0.36,0.0
0,0.0,0.38,0.0
0,0.03,0.32,0.01
0,0.01,0.34,0.01
0,0.03,0.27,0.0
0,0.05,0.28,0.01
0,0.01,0.17,0.0
0,0.0,0.16,0.01
0,0.0,0.18,0.0
0,0.02,0.2,0.02
0,0.0,0.14,0.0
0,0.0,0.06,0.0
0,0.01,0.08,0.01
0,0.02,0.09,0.0
0,0.04,0.08,0.02
0,0.01,0.06,0.01
0,0.01,0.0,0.0
0,0.0,0.01,0.01
0,0.01,0.01,0.0
0,0.03,0.0,0.0
0,0.04,0.01,0.01
0,0.01,0.0,0.0
