,DS,MV,proposed1(wcv)
0,1.0,0.99,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,1.0,1.0
0,1.0,0.97,1.0
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.96,1.0
0,1.0,0.98,1.0
0,1.0,0.98,1.0
0,1.0,0.95,1.0
0,1.0,0.89,1.0
0,0.99,0.92,0.99
0,1.0,0.8,1.0
0,1.0,0.88,1.0
0,1.0,0.84,1.0
0,1.0,0.82,1.0
0,1.0,0.76,1.0
0,1.0,0.75,0.99
0,1.0,0.67,1.0
0,1.0,0.66,1.0
0,0.99,0.6,0.56
0,1.0,0.56,0.5
0,1.0,0.59,0.59
0,0.0,0.39,0.39
0,0.0,0.51,0.5
0,0.0,0.41,0.4
0,0.0,0.3,0.0
0,0.01,0.34,0.01
0,0.0,0.26,0.0
0,0.0,0.22,0.01
0,0.0,0.18,0.0
0,0.0,0.16,0.0
0,0.0,0.21,0.0
0,0.0,0.16,0.0
0,0.0,0.08,0.0
0,0.0,0.03,0.0
0,0.0,0.07,0.0
0,0.0,0.05,0.0
0,0.0,0.02,0.0
0,0.0,0.04,0.0
0,0.0,0.03,0.0
0,0.0,0.03,0.0
0,0.01,0.03,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
