,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,0.99,1.0
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.98,1.0
0,1.0,0.94,1.0
0,1.0,0.93,1.0
0,1.0,0.97,1.0
0,1.0,0.96,1.0
0,1.0,0.89,1.0
0,0.99,0.9,0.99
0,1.0,0.85,1.0
0,1.0,0.82,1.0
0,1.0,0.87,1.0
0,1.0,0.77,1.0
0,1.0,0.76,1.0
0,1.0,0.75,1.0
0,1.0,0.75,1.0
0,1.0,0.73,1.0
0,1.0,0.67,0.61
0,1.0,0.61,0.65
0,1.0,0.53,0.53
0,0.0,0.48,0.48
0,0.0,0.45,0.46
0,0.0,0.46,0.5
0,0.0,0.44,0.44
0,0.01,0.34,0.0
0,0.0,0.29,0.0
0,0.0,0.26,0.0
0,0.0,0.24,0.0
0,0.0,0.15,0.0
0,0.0,0.12,0.0
0,0.0,0.11,0.0
0,0.0,0.13,0.0
0,0.0,0.1,0.0
0,0.0,0.09,0.0
0,0.0,0.05,0.0
0,0.0,0.04,0.0
0,0.0,0.03,0.0
0,0.0,0.04,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.01,0.02,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.02,0.0
0,0.0,0.0,0.0
