,DS,MV,proposed1(wcv)
0,1.0,0.99,0.99
0,0.99,0.97,1.0
0,0.99,1.0,1.0
0,0.99,0.98,0.99
0,1.0,0.99,1.0
0,0.99,0.97,0.99
0,1.0,0.93,1.0
0,1.0,0.96,1.0
0,1.0,0.95,1.0
0,0.99,0.91,1.0
0,0.99,0.87,1.0
0,1.0,0.81,1.0
0,1.0,0.86,1.0
0,0.99,0.87,1.0
0,1.0,0.88,1.0
0,0.99,0.79,0.98
0,0.99,0.81,1.0
0,1.0,0.69,1.0
0,1.0,0.79,1.0
0,0.99,0.66,1.0
0,0.99,0.7,0.98
0,1.0,0.57,1.0
0,0.99,0.55,0.99
0,0.98,0.56,1.0
0,1.0,0.61,1.0
0,1.0,0.43,0.99
0,0.0,0.36,0.0
0,0.0,0.38,0.0
0,0.0,0.35,0.0
0,0.0,0.21,0.0
0,0.0,0.23,0.01
0,0.01,0.19,0.01
0,0.0,0.21,0.0
0,0.01,0.12,0.0
0,0.01,0.22,0.01
0,0.0,0.15,0.0
0,0.0,0.13,0.01
0,0.02,0.05,0.02
0,0.0,0.12,0.0
0,0.0,0.06,0.0
0,0.0,0.05,0.0
0,0.0,0.07,0.01
0,0.0,0.03,0.0
0,0.0,0.02,0.0
0,0.01,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.02,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
