,DS,MV,proposed1(wcv)
0,0.84,0.97,0.97
0,0.94,0.94,0.95
0,0.87,0.87,0.87
0,0.64,0.97,0.97
0,0.91,0.97,1.0
0,0.95,0.92,0.96
0,0.95,0.89,0.97
0,0.97,0.92,0.94
0,0.74,0.87,0.97
0,0.92,0.79,0.94
0,0.94,0.82,0.94
0,0.89,0.81,0.96
0,0.84,0.77,0.68
0,0.92,0.82,0.81
0,0.85,0.81,0.67
0,0.95,0.71,0.71
0,0.9,0.62,0.62
0,0.94,0.64,0.64
0,0.99,0.63,0.63
0,0.91,0.68,0.67
0,0.97,0.59,0.5
0,0.5,0.57,0.58
0,0.5,0.5,0.51
0,0.6,0.56,0.54
0,0.09,0.47,0.49
0,0.04,0.52,0.52
0,0.5,0.38,0.41
0,0.07,0.48,0.48
0,0.08,0.37,0.37
0,0.78,0.47,0.47
0,0.08,0.35,0.35
0,0.01,0.21,0.21
0,0.03,0.33,0.34
0,0.05,0.28,0.38
0,0.11,0.28,0.28
0,0.07,0.31,0.31
0,0.05,0.15,0.03
0,0.11,0.19,0.18
0,0.11,0.25,0.33
0,0.05,0.16,0.01
0,0.47,0.21,0.2
0,0.03,0.12,0.04
0,0.02,0.13,0.0
0,0.03,0.11,0.03
0,0.19,0.09,0.02
0,0.08,0.06,0.03
0,0.34,0.04,0.01
0,0.06,0.02,0.01
0,0.08,0.05,0.06
0,0.02,0.01,0.01
0,0.01,0.02,0.01
