,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,0.99,0.99,0.99
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.96,1.0
0,1.0,0.91,1.0
0,1.0,0.97,1.0
0,1.0,0.93,1.0
0,0.99,0.97,1.0
0,1.0,0.88,1.0
0,1.0,0.89,1.0
0,1.0,0.91,1.0
0,1.0,0.84,1.0
0,1.0,0.79,1.0
0,1.0,0.75,0.99
0,1.0,0.7,1.0
0,1.0,0.75,1.0
0,1.0,0.73,1.0
0,1.0,0.5,1.0
0,1.0,0.47,1.0
0,1.0,0.65,1.0
0,0.0,0.43,0.0
0,0.0,0.46,0.0
0,0.0,0.31,0.0
0,0.0,0.29,0.0
0,0.0,0.29,0.0
0,0.0,0.23,0.0
0,0.0,0.3,0.0
0,0.0,0.17,0.0
0,0.0,0.25,0.0
0,0.0,0.19,0.0
0,0.0,0.09,0.0
0,0.0,0.11,0.0
0,0.0,0.1,0.0
0,0.0,0.03,0.0
0,0.0,0.09,0.0
0,0.01,0.01,0.01
0,0.0,0.03,0.0
0,0.0,0.01,0.0
0,0.0,0.03,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
