,DS,MV,proposed1(wcv)
0,0.5,0.95,0.95
0,0.5,0.89,0.89
0,0.5,0.89,0.89
0,0.5,0.85,0.85
0,0.5,0.86,0.86
0,0.5,0.9,0.9
0,0.5,0.82,0.82
0,0.5,0.82,0.82
0,0.5,0.78,0.78
0,0.5,0.76,0.76
0,0.5,0.72,0.72
0,0.5,0.71,0.71
0,0.5,0.66,0.66
0,0.5,0.73,0.73
0,0.5,0.52,0.52
0,0.5,0.66,0.66
0,0.5,0.7,0.7
0,0.5,0.58,0.58
0,0.5,0.55,0.55
0,0.5,0.62,0.62
0,0.5,0.52,0.52
0,0.5,0.53,0.53
0,0.5,0.57,0.57
0,0.5,0.61,0.61
0,0.5,0.55,0.55
0,0.5,0.51,0.51
0,0.5,0.42,0.42
0,0.5,0.52,0.52
0,0.5,0.38,0.38
0,0.5,0.42,0.42
0,0.5,0.44,0.44
0,0.5,0.37,0.37
0,0.5,0.27,0.27
0,0.5,0.36,0.36
0,0.5,0.31,0.31
0,0.5,0.39,0.39
0,0.5,0.31,0.31
0,0.5,0.33,0.33
0,0.5,0.29,0.29
0,0.5,0.18,0.18
0,0.5,0.22,0.22
0,0.5,0.23,0.23
0,0.5,0.24,0.24
0,0.5,0.2,0.2
0,0.5,0.18,0.18
0,0.5,0.24,0.24
0,0.5,0.16,0.16
0,0.5,0.2,0.2
0,0.5,0.09,0.09
0,0.5,0.19,0.19
0,0.5,0.08,0.08
