,DS,MV,proposed1(wcv)
0,0.7,0.9,0.9
0,0.7,0.84,0.84
0,0.7,0.88,0.88
0,0.7,0.88,0.88
0,0.7,0.86,0.86
0,0.7,0.77,0.77
0,0.7,0.81,0.81
0,0.7,0.75,0.75
0,0.7,0.84,0.84
0,0.7,0.75,0.75
0,0.7,0.83,0.83
0,0.7,0.81,0.81
0,0.7,0.66,0.66
0,0.7,0.67,0.67
0,0.7,0.61,0.61
0,0.7,0.71,0.71
0,0.7,0.6,0.6
0,0.7,0.61,0.61
0,0.7,0.69,0.69
0,0.3,0.55,0.55
0,0.7,0.63,0.63
0,0.7,0.54,0.54
0,0.7,0.44,0.44
0,0.3,0.55,0.55
0,0.7,0.53,0.53
0,0.3,0.46,0.46
0,0.3,0.5,0.5
0,0.3,0.44,0.44
0,0.3,0.39,0.39
0,0.3,0.47,0.47
0,0.3,0.43,0.43
0,0.3,0.4,0.4
0,0.3,0.35,0.35
0,0.3,0.35,0.35
0,0.3,0.39,0.39
0,0.3,0.39,0.39
0,0.3,0.3,0.3
0,0.3,0.4,0.4
0,0.3,0.28,0.28
0,0.3,0.23,0.23
0,0.3,0.29,0.29
0,0.3,0.19,0.19
0,0.3,0.21,0.21
0,0.3,0.2,0.2
0,0.3,0.13,0.13
0,0.3,0.21,0.21
0,0.3,0.08,0.08
0,0.3,0.11,0.11
0,0.3,0.19,0.19
0,0.3,0.1,0.1
0,0.3,0.12,0.12
