,DS,MV,proposed1(wcv)
0,0.8,0.96,0.96
0,0.87,0.96,0.97
0,0.8,0.94,0.98
0,0.8,0.97,1.0
0,0.8,0.9,0.99
0,0.8,0.94,0.96
0,0.8,0.87,0.99
0,0.8,0.92,0.93
0,0.8,0.86,0.97
0,0.8,0.81,0.94
0,0.8,0.87,0.97
0,0.8,0.86,0.92
0,0.8,0.79,0.98
0,0.8,0.74,0.95
0,0.8,0.81,0.99
0,0.8,0.75,0.97
0,0.8,0.64,0.99
0,0.8,0.57,0.98
0,0.8,0.66,0.99
0,0.8,0.73,0.81
0,0.8,0.66,0.97
0,0.8,0.7,0.96
0,0.19,0.59,0.11
0,0.8,0.56,0.8
0,0.2,0.48,0.32
0,0.9,0.47,0.2
0,0.2,0.46,0.03
0,0.2,0.33,0.07
0,0.2,0.35,0.06
0,0.2,0.41,0.02
0,0.2,0.33,0.11
0,0.2,0.31,0.0
0,0.2,0.31,0.06
0,0.2,0.3,0.1
0,0.2,0.28,0.02
0,0.2,0.18,0.03
0,0.2,0.16,0.03
0,0.2,0.23,0.01
0,0.2,0.26,0.14
0,0.2,0.1,0.02
0,0.15,0.07,0.03
0,0.2,0.15,0.03
0,0.2,0.09,0.01
0,0.2,0.1,0.01
0,0.2,0.1,0.02
0,0.2,0.1,0.05
0,0.2,0.09,0.04
0,0.2,0.05,0.05
0,0.2,0.05,0.01
0,0.2,0.01,0.03
0,0.2,0.03,0.02
