,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,0.99,0.99,0.99
0,0.98,0.99,0.99
0,1.0,0.95,0.98
0,0.99,0.94,0.99
0,1.0,0.97,1.0
0,1.0,0.96,0.99
0,0.98,0.91,1.0
0,0.99,0.93,0.99
0,0.99,0.9,0.99
0,0.97,0.92,0.97
0,1.0,0.9,1.0
0,0.99,0.87,0.99
0,1.0,0.83,0.98
0,1.0,0.79,1.0
0,0.99,0.73,0.99
0,0.99,0.7,0.99
0,0.98,0.69,0.98
0,1.0,0.66,1.0
0,1.0,0.65,0.62
0,0.99,0.49,0.49
0,1.0,0.52,0.52
0,1.0,0.58,0.59
0,1.0,0.58,0.57
0,0.99,0.57,0.57
0,0.0,0.4,0.4
0,0.02,0.36,0.36
0,0.03,0.42,0.41
0,0.01,0.39,0.01
0,0.01,0.35,0.03
0,0.0,0.26,0.24
0,0.01,0.33,0.01
0,0.0,0.22,0.01
0,0.02,0.23,0.02
0,0.02,0.19,0.03
0,0.02,0.21,0.02
0,0.0,0.21,0.0
0,0.01,0.15,0.02
0,0.01,0.09,0.01
0,0.02,0.13,0.02
0,0.02,0.1,0.03
0,0.03,0.06,0.01
0,0.01,0.04,0.01
0,0.01,0.06,0.01
0,0.01,0.08,0.01
0,0.01,0.0,0.0
0,0.0,0.02,0.0
0,0.01,0.0,0.0
0,0.01,0.02,0.01
0,0.0,0.01,0.0
