,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,0.99,0.97,1.0
0,0.99,0.98,0.99
0,1.0,0.98,1.0
0,1.0,0.99,0.99
0,1.0,0.98,1.0
0,1.0,0.93,1.0
0,1.0,0.95,1.0
0,0.98,0.93,0.99
0,0.99,0.91,1.0
0,0.99,0.92,1.0
0,0.99,0.88,0.99
0,0.98,0.85,0.98
0,1.0,0.87,0.99
0,1.0,0.77,1.0
0,0.99,0.84,0.99
0,1.0,0.79,0.99
0,1.0,0.64,1.0
0,1.0,0.74,1.0
0,0.99,0.68,1.0
0,1.0,0.62,1.0
0,1.0,0.68,1.0
0,1.0,0.5,1.0
0,1.0,0.57,1.0
0,1.0,0.5,0.99
0,1.0,0.54,1.0
0,0.0,0.31,0.01
0,0.01,0.45,0.0
0,0.01,0.26,0.01
0,0.0,0.31,0.01
0,0.0,0.22,0.0
0,0.0,0.23,0.0
0,0.02,0.38,0.01
0,0.03,0.23,0.03
0,0.0,0.19,0.0
0,0.0,0.18,0.0
0,0.0,0.18,0.0
0,0.01,0.12,0.0
0,0.01,0.05,0.0
0,0.01,0.08,0.01
0,0.01,0.09,0.0
0,0.0,0.07,0.0
0,0.02,0.08,0.0
0,0.0,0.01,0.0
0,0.01,0.01,0.01
0,0.01,0.02,0.01
0,0.01,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.01
