,DS,MV,proposed1(wcv)
0,0.97,0.99,0.99
0,0.99,0.99,0.99
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,0.99,0.97,0.99
0,0.97,0.91,0.97
0,0.99,0.92,0.99
0,1.0,0.95,0.99
0,0.97,0.94,0.97
0,1.0,0.91,1.0
0,0.99,0.89,0.99
0,1.0,0.9,1.0
0,1.0,0.86,1.0
0,1.0,0.75,1.0
0,0.98,0.84,0.99
0,0.99,0.74,0.99
0,1.0,0.72,0.98
0,1.0,0.74,1.0
0,0.96,0.64,0.66
0,0.98,0.67,0.68
0,0.96,0.66,0.67
0,0.98,0.64,0.53
0,0.99,0.52,0.52
0,0.04,0.53,0.5
0,0.01,0.53,0.53
0,0.01,0.47,0.47
0,0.0,0.36,0.36
0,0.01,0.42,0.41
0,0.01,0.44,0.46
0,0.01,0.36,0.4
0,0.02,0.29,0.28
0,0.0,0.33,0.33
0,0.01,0.33,0.36
0,0.01,0.31,0.35
0,0.01,0.3,0.02
0,0.01,0.25,0.02
0,0.0,0.23,0.0
0,0.0,0.18,0.01
0,0.0,0.17,0.0
0,0.02,0.14,0.01
0,0.01,0.08,0.01
0,0.0,0.08,0.0
0,0.01,0.05,0.01
0,0.01,0.06,0.01
0,0.03,0.06,0.01
0,0.0,0.01,0.0
0,0.02,0.04,0.02
0,0.0,0.02,0.01
0,0.0,0.01,0.0
0,0.04,0.04,0.04
0,0.01,0.01,0.0
