,DS,MV,proposed1(wcv)
0,0.9,0.92,0.92
0,0.9,0.88,0.88
0,0.9,0.87,0.9
0,0.9,0.86,0.86
0,0.9,0.79,0.79
0,0.9,0.82,0.82
0,0.9,0.79,0.79
0,0.9,0.74,0.74
0,0.9,0.76,0.9
0,0.9,0.74,0.74
0,0.9,0.72,0.9
0,0.9,0.7,0.7
0,0.9,0.76,0.9
0,0.9,0.77,0.9
0,0.9,0.67,0.9
0,0.9,0.62,0.9
0,0.9,0.58,0.9
0,0.9,0.63,0.9
0,0.9,0.64,0.9
0,0.1,0.49,0.1
0,0.9,0.56,0.56
0,0.9,0.57,0.9
0,0.9,0.55,0.9
0,0.1,0.46,0.1
0,0.9,0.54,0.9
0,0.9,0.55,0.9
0,0.9,0.54,0.9
0,0.1,0.48,0.1
0,0.1,0.4,0.1
0,0.1,0.34,0.34
0,0.1,0.44,0.44
0,0.1,0.42,0.42
0,0.1,0.34,0.1
0,0.1,0.33,0.1
0,0.1,0.33,0.33
0,0.1,0.21,0.21
0,0.1,0.35,0.1
0,0.1,0.32,0.1
0,0.1,0.26,0.1
0,0.1,0.26,0.26
0,0.1,0.27,0.27
0,0.1,0.22,0.1
0,0.1,0.24,0.1
0,0.1,0.2,0.2
0,0.1,0.16,0.16
0,0.1,0.2,0.2
0,0.1,0.22,0.22
0,0.1,0.09,0.09
0,0.1,0.13,0.1
0,0.1,0.08,0.08
0,0.1,0.04,0.04
