,DS,MV,proposed1(wcv)
0,0.8,0.9,0.9
0,0.8,0.96,0.96
0,0.8,0.87,0.87
0,0.8,0.85,0.85
0,0.8,0.84,0.84
0,0.8,0.88,0.88
0,0.8,0.82,0.82
0,0.8,0.77,0.77
0,0.8,0.75,0.75
0,0.8,0.82,0.82
0,0.8,0.75,0.75
0,0.8,0.62,0.62
0,0.8,0.82,0.82
0,0.8,0.77,0.77
0,0.8,0.75,0.75
0,0.8,0.55,0.55
0,0.8,0.66,0.8
0,0.8,0.64,0.64
0,0.8,0.51,0.51
0,0.8,0.58,0.58
0,0.8,0.62,0.62
0,0.2,0.55,0.2
0,0.8,0.62,0.8
0,0.8,0.55,0.55
0,0.8,0.59,0.59
0,0.8,0.5,0.5
0,0.2,0.38,0.2
0,0.2,0.42,0.42
0,0.2,0.48,0.82
0,0.2,0.42,0.42
0,0.8,0.44,0.8
0,0.2,0.35,0.35
0,0.2,0.38,0.38
0,0.2,0.39,0.39
0,0.2,0.36,0.36
0,0.2,0.26,0.26
0,0.2,0.26,0.2
0,0.2,0.22,0.22
0,0.2,0.29,0.29
0,0.2,0.24,0.2
0,0.2,0.21,0.21
0,0.2,0.14,0.14
0,0.2,0.21,0.2
0,0.2,0.16,0.2
0,0.2,0.22,0.22
0,0.2,0.21,0.21
0,0.2,0.16,0.16
0,0.2,0.17,0.17
0,0.2,0.1,0.1
0,0.2,0.14,0.14
0,0.2,0.05,0.05
