,DS,MV,proposed1(wcv)
0,0.5,0.92,0.92
0,0.5,0.84,0.84
0,0.5,0.87,0.87
0,0.5,0.83,0.83
0,0.5,0.88,0.88
0,0.5,0.85,0.85
0,0.5,0.8,0.8
0,0.5,0.8,0.8
0,0.5,0.78,0.78
0,0.5,0.74,0.74
0,0.5,0.72,0.72
0,0.5,0.73,0.73
0,0.5,0.68,0.68
0,0.5,0.73,0.73
0,0.5,0.7,0.7
0,0.5,0.61,0.61
0,0.5,0.64,0.64
0,0.5,0.63,0.63
0,0.5,0.68,0.68
0,0.5,0.59,0.59
0,0.5,0.68,0.68
0,0.5,0.62,0.62
0,0.5,0.57,0.57
0,0.5,0.55,0.55
0,0.5,0.49,0.49
0,0.5,0.54,0.54
0,0.5,0.45,0.45
0,0.5,0.43,0.43
0,0.5,0.48,0.48
0,0.5,0.54,0.54
0,0.5,0.39,0.39
0,0.5,0.34,0.34
0,0.5,0.34,0.34
0,0.5,0.34,0.34
0,0.5,0.3,0.3
0,0.5,0.34,0.34
0,0.5,0.31,0.31
0,0.5,0.37,0.37
0,0.5,0.33,0.33
0,0.5,0.25,0.25
0,0.5,0.24,0.24
0,0.5,0.2,0.2
0,0.5,0.2,0.2
0,0.5,0.23,0.23
0,0.5,0.26,0.26
0,0.5,0.17,0.17
0,0.5,0.1,0.1
0,0.5,0.15,0.15
0,0.5,0.12,0.12
0,0.5,0.06,0.06
0,0.5,0.11,0.11
