,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,0.98,0.99,0.99
0,1.0,1.0,1.0
0,1.0,0.99,1.0
0,1.0,0.99,0.99
0,1.0,0.96,1.0
0,1.0,0.95,1.0
0,1.0,0.97,1.0
0,0.99,0.89,0.99
0,1.0,0.9,1.0
0,1.0,0.83,0.99
0,1.0,0.86,1.0
0,1.0,0.8,1.0
0,0.98,0.77,0.98
0,1.0,0.76,0.99
0,0.98,0.77,1.0
0,1.0,0.69,1.0
0,1.0,0.78,1.0
0,1.0,0.73,1.0
0,0.99,0.64,1.0
0,1.0,0.54,1.0
0,1.0,0.57,1.0
0,1.0,0.57,1.0
0,1.0,0.46,1.0
0,0.0,0.42,0.0
0,0.01,0.41,0.0
0,0.0,0.52,0.01
0,0.01,0.4,0.01
0,0.0,0.36,0.0
0,0.0,0.35,0.0
0,0.0,0.25,0.0
0,0.0,0.2,0.01
0,0.0,0.15,0.0
0,0.01,0.19,0.0
0,0.0,0.11,0.0
0,0.0,0.15,0.0
0,0.0,0.1,0.0
0,0.03,0.14,0.02
0,0.0,0.02,0.0
0,0.0,0.04,0.0
0,0.0,0.04,0.0
0,0.0,0.04,0.0
0,0.01,0.02,0.01
0,0.0,0.05,0.0
0,0.0,0.03,0.0
0,0.0,0.03,0.0
0,0.01,0.02,0.02
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
