,DS,MV,proposed1(wcv)
0,0.99,0.99,0.99
0,1.0,1.0,1.0
0,0.99,0.98,0.99
0,1.0,0.98,1.0
0,1.0,0.98,1.0
0,1.0,0.94,1.0
0,1.0,0.95,1.0
0,1.0,0.93,1.0
0,1.0,0.93,1.0
0,1.0,0.98,1.0
0,1.0,0.88,1.0
0,0.99,0.91,1.0
0,1.0,0.88,1.0
0,0.97,0.79,1.0
0,1.0,0.82,1.0
0,1.0,0.72,1.0
0,1.0,0.82,1.0
0,0.99,0.79,0.98
0,1.0,0.79,1.0
0,0.99,0.68,1.0
0,0.99,0.65,0.99
0,0.99,0.66,1.0
0,1.0,0.64,1.0
0,1.0,0.5,1.0
0,0.01,0.62,0.99
0,0.0,0.5,0.0
0,0.0,0.37,0.0
0,1.0,0.45,1.0
0,0.01,0.37,0.0
0,0.01,0.29,0.0
0,0.0,0.33,0.01
0,0.0,0.27,0.0
0,0.0,0.33,0.0
0,0.0,0.27,0.01
0,0.01,0.14,0.0
0,0.0,0.16,0.0
0,0.0,0.19,0.0
0,0.0,0.15,0.0
0,0.0,0.12,0.0
0,0.0,0.05,0.0
0,0.0,0.11,0.0
0,0.01,0.05,0.0
0,0.0,0.04,0.0
0,0.01,0.03,0.01
0,0.0,0.02,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
0,0.01,0.02,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
