,DS,MV,proposed1(wcv)
0,0.7,0.89,0.89
0,0.7,0.92,0.92
0,0.7,0.86,0.86
0,0.7,0.89,0.89
0,0.7,0.82,0.82
0,0.7,0.87,0.87
0,0.7,0.77,0.77
0,0.7,0.79,0.79
0,0.7,0.76,0.76
0,0.7,0.81,0.81
0,0.7,0.81,0.81
0,0.3,0.67,0.67
0,0.7,0.64,0.64
0,0.7,0.77,0.77
0,0.7,0.65,0.65
0,0.7,0.72,0.72
0,0.7,0.65,0.65
0,0.7,0.59,0.59
0,0.7,0.64,0.64
0,0.7,0.6,0.6
0,0.3,0.53,0.53
0,0.7,0.52,0.52
0,0.7,0.48,0.48
0,0.7,0.53,0.53
0,0.3,0.47,0.47
0,0.7,0.53,0.53
0,0.7,0.48,0.48
0,0.3,0.5,0.5
0,0.7,0.44,0.44
0,0.3,0.47,0.47
0,0.3,0.37,0.37
0,0.3,0.38,0.38
0,0.3,0.48,0.48
0,0.3,0.37,0.37
0,0.3,0.3,0.3
0,0.3,0.43,0.43
0,0.3,0.31,0.31
0,0.3,0.27,0.27
0,0.3,0.27,0.27
0,0.3,0.29,0.29
0,0.3,0.19,0.19
0,0.3,0.28,0.28
0,0.3,0.24,0.24
0,0.3,0.21,0.21
0,0.3,0.13,0.13
0,0.3,0.21,0.21
0,0.3,0.12,0.12
0,0.3,0.12,0.12
0,0.3,0.08,0.08
0,0.3,0.08,0.08
0,0.3,0.13,0.13
