,DS,MV,proposed1(wcv)
0,1.0,0.99,1.0
0,0.98,1.0,1.0
0,0.99,0.99,0.99
0,0.99,0.99,1.0
0,1.0,0.95,1.0
0,1.0,0.95,1.0
0,0.98,0.94,0.98
0,0.99,0.96,1.0
0,0.97,0.93,1.0
0,0.98,0.87,0.98
0,1.0,0.89,1.0
0,0.98,0.86,0.98
0,0.99,0.82,0.99
0,0.98,0.82,0.99
0,0.99,0.75,0.99
0,0.99,0.82,1.0
0,0.99,0.74,0.99
0,0.97,0.65,1.0
0,0.99,0.69,0.99
0,0.95,0.63,1.0
0,0.98,0.65,0.98
0,0.98,0.63,0.99
0,0.99,0.55,1.0
0,0.99,0.51,0.99
0,0.96,0.51,0.03
0,0.98,0.45,0.02
0,0.98,0.55,0.02
0,0.03,0.44,0.04
0,0.02,0.4,0.01
0,0.02,0.36,0.0
0,0.01,0.43,0.0
0,0.01,0.26,0.03
0,0.01,0.33,0.27
0,0.03,0.19,0.01
0,0.02,0.21,0.0
0,0.0,0.2,0.0
0,0.01,0.17,0.01
0,0.0,0.11,0.0
0,0.01,0.15,0.02
0,0.02,0.13,0.01
0,0.01,0.14,0.0
0,0.01,0.08,0.01
0,0.01,0.06,0.02
0,0.01,0.08,0.01
0,0.02,0.08,0.01
0,0.0,0.01,0.0
0,0.02,0.02,0.0
0,0.0,0.02,0.0
0,0.01,0.03,0.04
0,0.02,0.01,0.02
0,0.0,0.0,0.0
