,DS,MV,proposed1(wcv)
0,0.9,0.99,0.99
0,0.9,0.95,0.99
0,0.9,0.91,0.96
0,0.9,0.97,0.98
0,0.9,0.91,0.98
0,0.9,0.92,0.96
0,0.9,0.84,0.99
0,0.9,0.9,1.0
0,0.9,0.85,0.99
0,0.9,0.82,0.99
0,0.9,0.89,0.99
0,0.9,0.77,0.92
0,0.9,0.78,0.97
0,0.9,0.79,0.9
0,0.9,0.85,0.98
0,0.9,0.71,0.97
0,0.9,0.71,0.91
0,0.9,0.64,1.0
0,0.9,0.67,0.96
0,0.9,0.63,0.11
0,0.9,0.61,1.0
0,0.9,0.59,0.99
0,0.9,0.61,0.93
0,0.9,0.56,0.98
0,0.1,0.46,0.98
0,0.1,0.42,0.97
0,0.91,0.48,0.98
0,0.1,0.41,0.03
0,0.1,0.42,0.03
0,0.1,0.37,0.11
0,0.1,0.29,0.02
0,0.1,0.27,0.02
0,0.1,0.32,0.04
0,0.1,0.4,0.03
0,0.1,0.29,0.03
0,0.1,0.19,0.04
0,0.1,0.3,0.09
0,0.1,0.22,0.07
0,0.1,0.21,0.02
0,0.1,0.2,0.05
0,0.1,0.18,0.05
0,0.1,0.07,0.02
0,0.1,0.07,0.03
0,0.1,0.11,0.02
0,0.1,0.1,0.02
0,0.1,0.07,0.01
0,0.1,0.02,0.01
0,0.1,0.08,0.04
0,0.1,0.02,0.02
0,0.1,0.07,0.04
0,0.1,0.03,0.03
