,DS,MV,proposed1(wcv)
0,0.99,1.0,1.0
0,0.99,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.97,0.99
0,0.99,0.98,0.99
0,1.0,0.96,1.0
0,1.0,0.95,1.0
0,1.0,0.98,1.0
0,0.99,0.91,0.99
0,0.97,0.88,0.97
0,0.99,0.89,0.99
0,1.0,0.88,1.0
0,0.99,0.85,0.99
0,1.0,0.85,0.99
0,1.0,0.81,1.0
0,1.0,0.79,1.0
0,0.99,0.74,0.99
0,0.97,0.71,0.99
0,1.0,0.67,0.99
0,1.0,0.66,1.0
0,1.0,0.57,1.0
0,1.0,0.62,1.0
0,1.0,0.57,0.61
0,1.0,0.56,0.6
0,0.0,0.47,0.39
0,0.99,0.54,0.57
0,0.0,0.41,0.41
0,0.0,0.28,0.0
0,0.0,0.44,0.4
0,0.01,0.27,0.01
0,0.0,0.34,0.0
0,0.02,0.32,0.0
0,0.0,0.23,0.0
0,0.01,0.18,0.01
0,0.0,0.16,0.01
0,0.0,0.17,0.0
0,0.0,0.11,0.0
0,0.0,0.13,0.0
0,0.0,0.05,0.0
0,0.0,0.03,0.0
0,0.01,0.05,0.02
0,0.0,0.02,0.0
0,0.0,0.04,0.0
0,0.02,0.02,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.02,0.0
0,0.01,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.01,0.01
