,DS,MV,proposed1(wcv)
0,0.99,1.0,1.0
0,0.98,1.0,1.0
0,0.99,0.97,1.0
0,1.0,0.98,0.99
0,0.97,0.96,0.99
0,0.96,0.97,0.97
0,1.0,0.97,1.0
0,0.99,0.94,1.0
0,0.94,0.89,0.95
0,1.0,0.88,1.0
0,0.98,0.84,1.0
0,0.98,0.88,0.99
0,0.97,0.89,0.98
0,0.98,0.82,0.98
0,0.96,0.74,0.97
0,0.96,0.8,0.98
0,0.97,0.69,1.0
0,0.95,0.66,1.0
0,0.99,0.66,1.0
0,0.96,0.62,0.98
0,0.99,0.63,0.99
0,1.0,0.58,1.0
0,1.0,0.61,1.0
0,0.95,0.6,0.98
0,0.99,0.56,0.98
0,0.98,0.48,0.02
0,0.0,0.35,0.01
0,0.02,0.44,0.02
0,0.02,0.36,0.01
0,0.03,0.45,0.04
0,0.0,0.41,0.0
0,0.0,0.33,0.0
0,0.03,0.36,0.02
0,0.01,0.26,0.0
0,0.0,0.26,0.0
0,0.02,0.19,0.02
0,0.0,0.13,0.0
0,0.02,0.13,0.01
0,0.04,0.13,0.0
0,0.0,0.08,0.01
0,0.02,0.06,0.01
0,0.02,0.04,0.0
0,0.01,0.03,0.0
0,0.0,0.06,0.01
0,0.05,0.07,0.0
0,0.07,0.04,0.03
0,0.04,0.03,0.01
0,0.0,0.0,0.0
0,0.03,0.01,0.02
0,0.0,0.02,0.0
0,0.06,0.02,0.03
