,DS,MV,proposed1(wcv)
0,0.98,0.97,0.98
0,1.0,1.0,1.0
0,0.99,0.98,0.99
0,1.0,0.99,1.0
0,1.0,0.98,1.0
0,1.0,0.93,1.0
0,1.0,0.95,1.0
0,1.0,0.96,1.0
0,0.99,0.93,0.99
0,1.0,0.94,1.0
0,1.0,0.91,1.0
0,0.99,0.94,0.99
0,0.99,0.88,1.0
0,1.0,0.8,1.0
0,1.0,0.81,1.0
0,1.0,0.8,0.99
0,1.0,0.85,1.0
0,0.97,0.74,0.99
0,1.0,0.71,1.0
0,1.0,0.65,1.0
0,1.0,0.67,1.0
0,1.0,0.6,1.0
0,1.0,0.58,1.0
0,0.0,0.48,0.0
0,1.0,0.57,1.0
0,0.99,0.39,1.0
0,0.0,0.42,0.0
0,0.0,0.35,0.0
0,0.0,0.3,0.0
0,0.01,0.38,0.01
0,0.01,0.19,0.0
0,0.0,0.28,0.0
0,0.01,0.2,0.01
0,0.0,0.19,0.0
0,0.0,0.14,0.0
0,0.0,0.16,0.0
0,0.0,0.1,0.0
0,0.0,0.08,0.0
0,0.0,0.08,0.01
0,0.0,0.07,0.0
0,0.0,0.06,0.01
0,0.01,0.06,0.0
0,0.0,0.03,0.0
0,0.01,0.07,0.0
0,0.01,0.02,0.0
0,0.0,0.01,0.0
0,0.0,0.02,0.0
0,0.0,0.0,0.0
0,0.02,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.01,0.0
