,DS,MV,proposed1(wcv)
0,0.9,0.87,0.87
0,0.9,0.87,0.9
0,0.9,0.94,0.94
0,0.9,0.86,0.86
0,0.9,0.81,0.81
0,0.9,0.81,0.9
0,0.9,0.85,0.85
0,0.9,0.83,0.9
0,0.9,0.76,0.76
0,0.9,0.78,0.9
0,0.9,0.76,0.76
0,0.9,0.72,0.9
0,0.9,0.74,0.9
0,0.9,0.74,0.74
0,0.9,0.65,0.9
0,0.9,0.58,0.9
0,0.9,0.68,0.9
0,0.9,0.61,0.9
0,0.9,0.56,0.56
0,0.9,0.6,0.9
0,0.9,0.61,0.9
0,0.9,0.54,0.9
0,0.1,0.53,0.1
0,0.9,0.58,0.9
0,0.1,0.38,0.1
0,0.1,0.47,0.1
0,0.1,0.44,0.1
0,0.1,0.49,0.1
0,0.1,0.4,0.1
0,0.1,0.43,0.1
0,0.1,0.47,0.11
0,0.1,0.36,0.1
0,0.1,0.39,0.1
0,0.1,0.37,0.1
0,0.1,0.25,0.1
0,0.1,0.28,0.1
0,0.1,0.28,0.1
0,0.1,0.32,0.1
0,0.1,0.24,0.1
0,0.1,0.29,0.29
0,0.1,0.33,0.1
0,0.1,0.23,0.1
0,0.1,0.2,0.1
0,0.1,0.21,0.1
0,0.1,0.17,0.1
0,0.1,0.2,0.1
0,0.1,0.15,0.15
0,0.1,0.19,0.19
0,0.1,0.16,0.16
0,0.1,0.1,0.1
0,0.1,0.09,0.09
