,DS,MV,proposed1(wcv)
0,0.9,0.94,0.94
0,0.9,0.97,0.98
0,0.9,0.98,0.99
0,0.9,0.97,0.98
0,0.9,0.93,0.97
0,0.9,0.94,1.0
0,0.9,0.95,0.99
0,0.9,0.84,1.0
0,0.9,0.85,0.96
0,0.9,0.85,0.9
0,0.9,0.81,0.98
0,0.9,0.89,0.99
0,0.9,0.73,0.99
0,0.9,0.77,0.98
0,0.9,0.77,0.96
0,0.9,0.75,1.0
0,0.9,0.77,0.93
0,0.9,0.66,0.95
0,0.9,0.71,0.98
0,0.9,0.6,0.98
0,0.9,0.63,0.08
0,0.9,0.53,0.96
0,0.9,0.57,0.97
0,0.9,0.52,0.95
0,0.9,0.64,1.0
0,0.9,0.45,0.06
0,0.9,0.49,0.94
0,0.1,0.4,0.0
0,0.1,0.38,0.02
0,0.1,0.28,0.01
0,0.1,0.4,0.02
0,0.1,0.31,0.11
0,0.1,0.31,0.0
0,0.1,0.31,0.16
0,0.1,0.3,0.09
0,0.1,0.27,0.05
0,0.1,0.21,0.04
0,0.1,0.21,0.0
0,0.1,0.21,0.02
0,0.1,0.17,0.05
0,0.1,0.14,0.03
0,0.1,0.16,0.03
0,0.1,0.17,0.06
0,0.1,0.12,0.04
0,0.1,0.09,0.0
0,0.1,0.02,0.01
0,0.1,0.09,0.05
0,0.1,0.06,0.02
0,0.1,0.03,0.01
0,0.1,0.06,0.04
0,0.1,0.05,0.04
