,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,0.99
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,0.99,0.98,0.99
0,1.0,0.98,1.0
0,1.0,0.95,1.0
0,1.0,0.96,1.0
0,1.0,0.92,1.0
0,0.99,0.89,1.0
0,1.0,0.9,1.0
0,1.0,0.86,1.0
0,1.0,0.77,1.0
0,1.0,0.86,1.0
0,1.0,0.77,0.99
0,1.0,0.72,1.0
0,1.0,0.74,1.0
0,1.0,0.66,1.0
0,1.0,0.67,1.0
0,1.0,0.57,1.0
0,1.0,0.55,1.0
0,0.0,0.56,0.0
0,0.0,0.35,0.0
0,0.0,0.41,0.0
0,0.0,0.29,0.0
0,0.0,0.24,0.0
0,0.0,0.22,0.0
0,0.0,0.16,0.0
0,0.0,0.22,0.0
0,0.0,0.11,0.0
0,0.0,0.12,0.0
0,0.0,0.12,0.0
0,0.0,0.09,0.0
0,0.0,0.04,0.0
0,0.0,0.05,0.0
0,0.0,0.07,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.02,0.0
0,0.0,0.01,0.0
0,0.0,0.01,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
