,DS,MV,proposed1(wcv)
0,0.97,0.93,0.97
0,0.96,0.97,0.99
0,0.96,0.88,0.92
0,0.96,0.91,0.97
0,0.94,0.95,0.96
0,0.92,0.97,0.99
0,0.93,0.93,0.95
0,0.96,0.86,0.96
0,0.95,0.87,0.99
0,0.94,0.84,0.99
0,0.94,0.91,0.99
0,0.93,0.84,0.97
0,0.93,0.92,0.98
0,0.95,0.87,0.97
0,0.92,0.89,0.98
0,0.93,0.88,0.96
0,0.92,0.88,0.98
0,0.9,0.85,0.99
0,0.94,0.7,0.97
0,0.95,0.86,0.99
0,0.92,0.77,0.93
0,0.96,0.81,0.99
0,0.96,0.77,0.98
0,0.96,0.78,1.0
0,0.93,0.75,0.95
0,0.95,0.76,0.99
0,0.95,0.8,0.98
0,0.93,0.75,1.0
0,0.96,0.69,0.97
0,0.96,0.62,1.0
0,0.93,0.64,0.96
0,0.92,0.65,0.97
0,0.95,0.65,0.96
0,0.93,0.72,0.97
0,0.95,0.65,0.97
0,0.94,0.67,0.97
0,0.94,0.64,0.96
0,0.94,0.5,0.98
0,0.93,0.5,0.97
0,0.93,0.6,0.96
0,0.95,0.6,0.97
0,0.92,0.52,0.99
0,0.95,0.56,0.96
0,0.95,0.52,0.98
0,0.94,0.46,0.02
0,0.02,0.48,0.02
0,0.94,0.5,0.95
0,0.02,0.44,1.0
0,0.76,0.39,0.97
0,0.06,0.51,0.0
0,0.06,0.46,0.02
0,0.94,0.44,0.98
0,0.08,0.34,0.05
0,0.97,0.49,0.96
0,0.93,0.37,0.96
0,0.07,0.37,0.03
0,0.07,0.33,0.09
0,0.07,0.34,0.03
0,0.06,0.23,0.07
0,0.05,0.26,0.02
0,0.05,0.28,0.02
0,0.1,0.25,0.04
0,0.07,0.24,0.03
0,0.04,0.18,0.03
0,0.08,0.22,0.01
0,0.07,0.26,0.04
0,0.07,0.27,0.01
0,0.05,0.19,0.02
0,0.05,0.17,0.03
0,0.06,0.26,0.02
0,0.05,0.2,0.0
0,0.03,0.14,0.04
0,0.1,0.18,0.02
0,0.93,0.28,0.1
0,0.04,0.17,0.02
0,0.05,0.19,0.01
0,0.06,0.21,0.01
0,0.06,0.15,0.02
0,0.02,0.07,0.02
0,0.06,0.05,0.03
0,0.06,0.09,0.0
0,0.06,0.03,0.01
0,0.07,0.08,0.0
0,0.06,0.06,0.06
0,0.04,0.06,0.01
0,0.04,0.09,0.02
0,0.06,0.04,0.01
0,0.06,0.08,0.03
0,0.05,0.01,0.03
0,0.03,0.04,0.01
0,0.06,0.03,0.02
0,0.08,0.04,0.01
0,0.08,0.03,0.03
0,0.07,0.06,0.03
0,0.09,0.03,0.04
0,0.02,0.03,0.03
0,0.1,0.04,0.0
0,0.28,0.05,0.03
0,0.02,0.05,0.03
0,0.08,0.0,0.0
0,0.06,0.0,0.0
