,DS,MV,proposed1(wcv)
0,0.9,0.93,0.96
0,0.9,0.89,0.96
0,0.91,0.88,0.97
0,0.9,0.86,0.94
0,0.9,0.85,0.94
0,0.9,0.81,0.92
0,0.9,0.82,0.96
0,0.91,0.8,0.96
0,0.9,0.78,0.93
0,0.91,0.74,0.88
0,0.9,0.73,0.96
0,0.9,0.69,0.95
0,0.9,0.57,0.93
0,0.9,0.64,0.87
0,0.9,0.59,0.89
0,0.91,0.63,0.91
0,0.91,0.57,0.95
0,0.9,0.64,0.9
0,0.9,0.6,0.9
0,0.9,0.53,0.92
0,0.91,0.52,0.94
0,0.9,0.51,0.96
0,0.9,0.53,0.91
0,0.91,0.44,0.48
0,0.1,0.4,0.23
0,0.1,0.47,0.53
0,0.09,0.41,0.1
0,0.1,0.38,0.1
0,0.1,0.33,0.1
0,0.1,0.3,0.05
0,0.1,0.34,0.1
0,0.1,0.3,0.24
0,0.1,0.25,0.07
0,0.1,0.22,0.07
0,0.09,0.16,0.11
0,0.1,0.29,0.08
0,0.1,0.25,0.1
0,0.1,0.27,0.09
0,0.1,0.19,0.09
0,0.1,0.16,0.1
0,0.1,0.2,0.02
0,0.1,0.16,0.04
0,0.1,0.11,0.03
0,0.1,0.17,0.1
0,0.1,0.09,0.05
0,0.1,0.12,0.07
0,0.1,0.05,0.04
0,0.1,0.06,0.06
0,0.1,0.12,0.04
0,0.1,0.06,0.04
0,0.1,0.05,0.05
