,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,0.99,0.99,1.0
0,1.0,1.0,1.0
0,0.97,0.97,0.97
0,0.99,0.99,1.0
0,0.99,0.98,1.0
0,0.98,0.99,0.99
0,0.99,0.96,0.98
0,0.97,0.97,0.98
0,0.99,0.97,1.0
0,1.0,0.94,1.0
0,0.98,0.97,0.98
0,0.99,0.97,0.99
0,1.0,0.97,1.0
0,0.98,0.97,1.0
0,0.99,0.94,0.99
0,0.99,0.97,0.99
0,1.0,0.87,1.0
0,0.98,0.89,0.99
0,1.0,0.94,0.99
0,1.0,0.95,0.99
0,0.99,0.95,0.98
0,0.99,0.93,1.0
0,1.0,0.92,1.0
0,0.99,0.78,0.99
0,0.98,0.85,1.0
0,0.99,0.94,0.98
0,0.98,0.88,0.99
0,0.99,0.86,0.99
0,1.0,0.81,1.0
0,0.98,0.8,0.98
0,0.99,0.67,0.67
0,0.99,0.69,0.99
0,0.98,0.79,0.99
0,0.96,0.69,0.96
0,0.98,0.67,0.67
0,0.98,0.72,1.0
0,0.99,0.62,0.59
0,0.99,0.69,0.99
0,0.99,0.75,0.99
0,0.99,0.62,0.99
0,0.99,0.62,0.62
0,0.98,0.7,0.98
0,0.0,0.46,0.46
0,0.01,0.48,0.46
0,1.0,0.63,0.62
0,1.0,0.68,0.67
0,0.99,0.59,0.56
0,1.0,0.55,0.56
0,0.02,0.51,0.51
0,0.99,0.62,0.51
0,0.98,0.51,0.52
0,0.0,0.35,0.35
0,0.01,0.3,0.29
0,0.0,0.42,0.37
0,0.0,0.25,0.0
0,0.01,0.18,0.0
0,1.0,0.46,0.53
0,0.01,0.44,0.47
0,0.0,0.44,0.43
0,0.0,0.33,0.5
0,0.01,0.33,0.34
0,0.0,0.28,0.28
0,0.0,0.18,0.0
0,0.02,0.41,0.38
0,0.0,0.25,0.0
0,0.01,0.09,0.01
0,0.04,0.21,0.03
0,0.01,0.15,0.01
0,0.01,0.25,0.01
0,0.02,0.1,0.01
0,0.02,0.34,0.02
0,0.0,0.35,0.36
0,0.0,0.15,0.01
0,0.02,0.13,0.02
0,0.01,0.09,0.0
0,0.01,0.09,0.0
0,0.02,0.1,0.0
0,0.0,0.05,0.0
0,0.0,0.12,0.0
0,0.01,0.01,0.01
0,0.01,0.12,0.01
0,0.0,0.04,0.0
0,0.0,0.04,0.0
0,0.01,0.09,0.02
0,0.0,0.06,0.0
0,0.0,0.06,0.0
0,0.03,0.03,0.01
0,0.0,0.05,0.0
0,0.0,0.0,0.0
0,0.0,0.06,0.0
0,0.02,0.0,0.01
0,0.0,0.02,0.01
0,0.04,0.03,0.04
0,0.0,0.0,0.0
0,0.01,0.0,0.0
0,0.01,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.02,0.01
0,0.01,0.01,0.0
0,0.01,0.0,0.0
